id,idAnalyse,distanceDebut,tpsDebut,tpsDebutCycles,nbCycles,tpsFinCycles,distanceFin,tpsFin,TRIAL311
1236,187,5.0,-1.0,5.07,1,6.78,15.0,6.78,T
1237,187,15.0,6.78,6.78,5,12.1,25.0,12.1,T
1238,187,25.0,12.1,12.1,9,23.16,45.0,23.16,T
1239,187,55.0,28.0,29.97,3,33.9,65.0,33.9,T
1240,187,65.0,33.9,33.9,5,39.5,75.0,39.5,T
1241,187,75.0,39.5,39.5,10,51.02,95.0,51.02,T
1242,188,5.0,-1.0,5.61,0,6.08,15.0,6.08,T
1243,188,15.0,6.08,6.08,5,11.62,25.0,11.62,T
1244,188,25.0,11.62,11.62,10,22.68,45.0,22.68,T
1245,188,55.0,27.44,29.42,4,33.32,65.0,33.32,T
1246,188,65.0,33.32,33.32,5,38.95,75.0,38.95,T
1247,188,75.0,38.95,38.95,10,50.68,95.0,50.68,T
1248,189,5.0,-1.0,4.44,2,6.32,15.0,6.32,T
1249,189,15.0,6.32,6.32,4,11.7,25.0,11.7,T
1250,189,25.0,11.7,11.7,9,22.66,45.0,22.66,T
1251,189,55.0,27.4,28.65,4,33.06,65.0,33.06,T
1252,189,65.0,33.06,33.06,5,38.62,75.0,38.62,T
1253,189,75.0,38.62,38.62,10,50.25,95.0,50.25,T
1254,190,5.0,-1.0,4.93,1,6.33,15.0,6.33,T
1255,190,15.0,6.33,6.33,5,11.63,25.0,11.63,T
1256,190,25.0,11.63,11.63,10,22.8,45.0,22.8,T
1257,190,55.0,27.51,29.3,4,33.41,65.0,33.41,T
1258,190,65.0,33.41,33.41,5,39.13,75.0,39.13,T
1259,190,75.0,39.13,39.13,9,50.99,95.0,50.99,T
1260,191,5.0,-1.0,5.71,1,6.37,15.0,6.37,T
1261,191,15.0,6.37,6.37,5,11.63,25.0,11.63,T
1262,191,25.0,11.63,11.63,10,22.61,45.0,22.61,T
1263,191,55.0,27.11,29.97,3,33.07,65.0,33.07,T
1264,191,65.0,33.07,33.07,5,38.71,75.0,38.71,T
1265,191,75.0,38.71,38.71,10,50.61,95.0,50.61,T
1266,192,5.0,-1.0,5.7,0,6.28,15.0,6.28,T
1267,192,15.0,6.28,6.28,4,11.68,25.0,11.68,T
1268,192,25.0,11.68,11.68,9,22.85,45.0,22.85,T
1269,192,55.0,27.56,29.22,4,33.47,65.0,33.47,T
1270,192,65.0,33.47,33.47,5,39.22,75.0,39.22,T
1271,192,75.0,39.22,39.22,10,51.32,95.0,51.32,T
1272,193,5.0,-1.0,4.95,1,5.7,15.0,5.7,T
1273,193,15.0,5.7,5.7,4,10.5,25.0,10.5,T
1274,193,25.0,10.5,10.5,8,20.32,45.0,20.32,T
1275,193,55.0,24.72,26.57,3,30.15,65.0,30.15,T
1276,193,65.0,30.15,30.15,4,35.16,75.0,35.16,T
1277,193,75.0,35.16,35.16,9,45.68,95.0,45.68,T
1278,194,5.0,-1.0,5.09,0,5.43,15.0,5.43,T
1279,194,15.0,5.43,5.43,4,10.19,25.0,10.19,T
1280,194,25.0,10.19,10.19,8,19.81,45.0,19.81,T
1281,194,55.0,23.91,26.85,2,29.24,65.0,29.24,T
1282,194,65.0,29.24,29.24,4,34.2,75.0,34.2,T
1283,194,75.0,34.2,34.2,9,44.81,95.0,44.81,T
1284,195,5.0,-1.0,4.29,1,5.64,15.0,5.64,T
1285,195,15.0,5.64,5.64,4,10.43,25.0,10.43,T
1286,195,25.0,10.43,10.43,8,20.18,45.0,20.18,T
1287,195,55.0,24.28,25.44,3,29.48,65.0,29.48,T
1288,195,65.0,29.48,29.48,4,34.44,75.0,34.44,T
1289,195,75.0,34.44,34.44,9,45.04,95.0,45.04,T
1290,196,5.0,-1.0,4.76,1,5.41,15.0,5.41,T
1291,196,15.0,5.41,5.41,4,10.29,25.0,10.29,T
1292,196,25.0,10.29,10.29,8,20.26,45.0,20.26,T
1293,196,55.0,24.14,27.32,2,29.62,65.0,29.62,T
1294,196,65.0,29.62,29.62,4,34.67,75.0,34.67,T
1295,196,75.0,34.67,34.67,9,45.2,95.0,45.2,T
1296,197,5.0,-1.0,4.33,2,5.74,15.0,5.74,T
1297,197,15.0,5.74,5.74,4,10.59,25.0,10.59,T
1298,197,25.0,10.59,10.59,9,20.61,45.0,20.61,T
1299,197,55.0,25.01,26.36,4,30.13,65.0,30.13,T
1300,197,65.0,30.13,30.13,5,35.11,75.0,35.11,T
1301,197,75.0,35.11,35.11,10,45.41,95.0,45.41,T
1302,198,5.0,-1.0,5.09,1,5.81,15.0,5.81,T
1303,198,15.0,5.81,5.81,4,10.77,25.0,10.77,T
1304,198,25.0,10.77,10.77,8,20.83,45.0,20.83,T
1305,198,55.0,24.99,27.55,2,30.29,65.0,30.29,T
1306,198,65.0,30.29,30.29,4,35.43,75.0,35.43,T
1307,198,75.0,35.43,35.43,9,46.05,95.0,46.05,T
1308,199,5.0,-1.0,5.05,1,5.65,15.0,5.65,T
1309,199,15.0,5.65,5.65,4,10.52,25.0,10.52,T
1310,199,25.0,10.52,10.52,8,20.49,45.0,20.49,T
1311,199,55.0,24.56,26.49,3,30.04,65.0,30.04,T
1312,199,65.0,30.04,30.04,4,35.22,75.0,35.22,T
1313,199,75.0,35.22,35.22,9,45.82,95.0,45.82,T
1314,200,5.0,-1.0,-1.0,-1,-1.0,15.0,5.52,T
1315,200,15.0,5.52,5.62,5,10.62,25.0,10.62,T
1316,200,25.0,10.62,10.62,10,21.02,45.0,21.02,T
1317,200,55.0,25.94,30.88,1,31.7,65.0,31.7,T
1318,200,65.0,31.7,31.7,5,37.18,75.0,37.18,T
1319,200,75.0,37.18,37.18,11,48.71,95.0,48.71,T
1320,201,5.0,-1.0,-1.0,-1,-1.0,15.0,5.65,T
1321,201,15.0,5.65,5.77,5,10.9,25.0,10.9,T
1322,201,25.0,10.9,10.9,10,21.57,45.0,21.57,T
1323,201,55.0,26.45,31.21,1,31.93,65.0,31.93,T
1324,201,65.0,31.93,31.93,6,37.46,75.0,37.46,T
1325,201,75.0,37.46,37.46,11,48.61,95.0,48.61,T
1326,202,5.0,-1.0,5.54,0,5.92,15.0,5.92,T
1327,202,15.0,5.92,5.92,4,10.92,25.0,10.92,T
1328,202,25.0,10.92,10.92,9,21.62,45.0,21.62,T
1329,202,55.0,26.14,30.15,2,31.96,65.0,31.96,T
1330,202,65.0,31.96,31.96,5,37.32,75.0,37.32,T
1331,202,75.0,37.32,37.32,10,48.14,95.0,48.14,T
1332,203,5.0,-1.0,5.47,0,5.47,15.0,5.47,T
1333,203,15.0,5.47,5.47,5,10.58,25.0,10.58,T
1334,203,25.0,10.58,10.58,9,21.15,45.0,21.15,T
1335,203,55.0,25.87,30.89,0,31.51,65.0,31.51,T
1336,203,65.0,31.51,31.51,5,36.65,75.0,36.65,T
1337,203,75.0,36.65,36.65,9,47.73,95.0,47.73,T
1338,204,5.0,-1.0,-1.0,-1,-1.0,15.0,5.7,T
1339,204,15.0,5.7,5.96,5,10.82,25.0,10.82,T
1340,204,25.0,10.82,10.82,10,21.45,45.0,21.45,T
1341,204,55.0,26.07,31.36,0,31.4,65.0,31.4,T
1342,204,65.0,31.4,31.4,5,36.9,75.0,36.9,T
1343,204,75.0,36.9,36.9,11,48.1,95.0,48.1,T
1344,205,5.0,-1.0,-1.0,-1,-1.0,15.0,5.82,T
1345,205,15.0,5.82,5.98,5,11.0,25.0,11.0,T
1346,205,25.0,11.0,11.0,9,21.69,45.0,21.69,T
1347,205,55.0,26.46,30.42,2,32.1,65.0,32.1,T
1348,205,65.0,32.1,32.1,5,37.34,75.0,37.34,T
1349,205,75.0,37.34,37.34,11,48.37,95.0,48.37,T
1350,206,5.0,-1.0,5.33,0,5.35,15.0,5.35,T
1351,206,15.0,5.35,5.35,5,10.5,25.0,10.5,T
1352,206,25.0,10.5,10.5,10,20.89,45.0,20.89,T
1353,206,55.0,25.79,30.73,1,31.53,65.0,31.53,T
1354,206,65.0,31.53,31.53,5,37.15,75.0,37.15,T
1355,206,75.0,37.15,37.15,11,48.73,95.0,48.73,T
1356,207,5.0,-1.0,5.48,0,5.88,15.0,5.88,T
1357,207,15.0,5.88,5.88,5,11.1,25.0,11.1,T
1358,207,25.0,11.1,11.1,10,21.76,45.0,21.76,T
1359,207,55.0,26.36,29.45,3,32.08,65.0,32.08,T
1360,207,65.0,32.08,32.08,5,37.4,75.0,37.4,T
1361,207,75.0,37.4,37.4,11,48.72,95.0,48.72,T
1362,208,5.0,-1.0,6.17,0,6.52,15.0,6.52,T
1363,208,15.0,6.52,6.52,4,11.93,25.0,11.93,T
1364,208,25.0,11.93,11.93,8,23.07,45.0,23.07,T
1365,208,55.0,27.37,31.92,1,33.12,65.0,33.12,T
1366,208,65.0,33.12,33.12,4,38.66,75.0,38.66,T
1367,208,75.0,38.66,38.66,9,50.3,95.0,50.3,T
1368,209,5.0,-1.0,5.83,1,6.6,15.0,6.6,T
1369,209,15.0,6.6,6.6,4,11.92,25.0,11.92,T
1370,209,25.0,11.92,11.92,9,22.9,45.0,22.9,T
1371,209,55.0,27.27,31.29,2,33.2,65.0,33.2,T
1372,209,65.0,33.2,33.2,5,38.62,75.0,38.62,T
1373,209,75.0,38.62,38.62,9,50.23,95.0,50.23,T
1374,210,5.0,-1.0,-1.0,-1,-1.0,15.0,6.24,T
1375,210,15.0,6.24,6.62,4,11.44,25.0,11.44,T
1376,210,25.0,11.44,11.44,10,22.56,45.0,22.56,T
1377,210,55.0,26.9,30.15,2,32.67,65.0,32.67,T
1378,210,65.0,32.67,32.67,5,38.28,75.0,38.28,T
1379,210,75.0,38.28,38.28,11,50.1,95.0,50.1,T
1380,211,5.0,-1.0,5.95,0,6.19,15.0,6.19,T
1381,211,15.0,6.19,6.19,5,11.43,25.0,11.43,T
1382,211,25.0,11.43,11.43,9,22.29,45.0,22.29,T
1383,211,55.0,26.53,30.48,2,32.37,65.0,32.37,T
1384,211,65.0,32.37,32.37,4,37.99,75.0,37.99,T
1385,211,75.0,37.99,37.99,9,50.23,95.0,50.23,T
1386,212,5.0,-1.0,5.86,0,6.1,15.0,6.1,T
1387,212,15.0,6.1,6.1,4,11.52,25.0,11.52,T
1388,212,25.0,11.52,11.52,8,22.92,45.0,22.92,T
1389,212,55.0,27.22,32.17,0,32.7,65.0,32.7,T
1390,212,65.0,32.7,32.7,4,38.59,75.0,38.59,T
1391,212,75.0,38.59,38.59,9,50.64,95.0,50.64,T
1392,213,5.0,0.0,6.13,0,6.21,15.0,6.21,T
1393,213,15.0,6.21,6.21,5,11.65,25.0,11.65,T
1394,213,25.0,11.65,11.65,10,22.91,45.0,22.91,T
1395,213,55.0,27.29,32.38,0,32.9,65.0,32.9,T
1396,213,65.0,32.9,32.9,5,38.61,75.0,38.61,T
1397,213,75.0,38.61,38.61,10,50.51,95.0,50.51,T
1398,214,5.0,-1.0,6.46,0,6.7,15.0,6.7,T
1399,214,15.0,6.7,6.7,5,12.67,25.0,12.67,T
1400,214,25.0,12.67,12.67,10,24.84,45.0,24.84,T
1401,214,55.0,30.24,33.91,3,36.9,65.0,36.9,T
1402,214,65.0,36.9,36.9,6,43.4,75.0,43.4,T
1403,214,75.0,43.4,43.4,12,56.59,95.0,56.59,T
1404,215,5.0,-1.0,6.2,0,6.49,15.0,6.49,T
1405,215,15.0,6.49,6.49,5,12.62,25.0,12.62,T
1406,215,25.0,12.62,12.62,11,24.96,45.0,24.96,T
1407,215,55.0,30.11,33.98,3,36.64,65.0,36.64,T
1408,215,65.0,36.64,36.64,6,43.2,75.0,43.2,T
1409,215,75.0,43.2,43.2,13,56.3,95.0,56.3,T
1410,216,5.0,-1.0,6.15,0,6.49,15.0,6.49,T
1411,216,15.0,6.49,6.49,6,12.39,25.0,12.39,T
1412,216,25.0,12.39,12.39,11,24.19,45.0,24.19,T
1413,216,55.0,29.17,33.56,2,35.76,65.0,35.76,T
1414,216,65.0,35.76,35.76,6,42.05,75.0,42.05,T
1415,216,75.0,42.05,42.05,13,55.07,95.0,55.07,T
1416,217,5.0,-1.0,6.18,0,6.37,15.0,6.37,T
1417,217,15.0,6.37,6.37,6,12.07,25.0,12.07,T
1418,217,25.0,12.07,12.07,11,23.83,45.0,23.83,T
1419,217,55.0,28.83,33.0,2,35.47,65.0,35.47,T
1420,217,65.0,35.47,35.47,6,41.81,75.0,41.81,T
1421,217,75.0,41.81,41.81,12,54.63,95.0,54.63,T
1422,218,5.0,-1.0,6.0,0,6.24,15.0,6.24,T
1423,218,15.0,6.24,6.24,6,12.02,25.0,12.02,T
1424,218,25.0,12.02,12.02,12,23.9,45.0,23.9,T
1425,218,55.0,29.01,33.86,2,35.9,65.0,35.9,T
1426,218,65.0,35.9,35.9,6,42.14,75.0,42.14,T
1427,218,75.0,42.14,42.14,14,55.64,95.0,55.64,T
1428,219,5.0,-1.0,5.41,1,6.72,15.0,6.72,T
1429,219,15.0,6.72,6.72,6,12.68,25.0,12.68,T
1430,219,25.0,12.68,12.68,11,24.76,45.0,24.76,T
1431,219,55.0,29.94,33.08,3,36.6,65.0,36.6,T
1432,219,65.0,36.6,36.6,6,42.88,75.0,42.88,T
1433,219,75.0,42.88,42.88,12,55.46,95.0,55.46,T
1434,220,5.0,-1.0,6.34,0,6.39,15.0,6.39,T
1435,220,15.0,6.39,6.39,5,12.1,25.0,12.1,T
1436,220,25.0,12.1,12.1,11,23.94,45.0,23.94,T
1437,220,55.0,28.94,33.47,2,35.9,65.0,35.9,T
1438,220,65.0,35.9,35.9,6,42.08,75.0,42.08,T
1439,220,75.0,42.08,42.08,13,55.7,95.0,55.7,T
1440,221,5.0,-1.0,6.57,0,6.83,15.0,6.83,T
1441,221,15.0,6.83,6.83,5,12.89,25.0,12.89,T
1442,221,25.0,12.89,12.89,10,24.87,45.0,24.87,T
1443,221,55.0,29.93,33.94,2,36.63,65.0,36.63,T
1444,221,65.0,36.63,36.63,6,43.03,75.0,43.03,T
1445,221,75.0,43.03,43.03,13,56.49,95.0,56.49,T
1446,222,5.0,-1.0,-1.0,-1,-1.0,15.0,6.03,T
1447,222,15.0,6.03,6.09,4,11.61,25.0,11.61,T
1448,222,25.0,11.61,11.61,9,22.93,45.0,22.93,T
1449,222,55.0,27.95,31.86,2,34.13,65.0,34.13,T
1450,222,65.0,34.13,34.13,5,40.09,75.0,40.09,T
1451,222,75.0,40.09,40.09,10,52.11,95.0,52.11,T
1452,222,105.0,57.53,61.1,2,63.65,115.0,63.65,T
1453,222,115.0,63.65,63.65,5,69.85,125.0,69.85,T
1454,222,125.0,69.85,69.85,10,82.45,145.0,82.45,T
1455,222,155.0,87.68,91.9,2,94.09,165.0,94.09,T
1456,222,165.0,94.09,94.09,5,100.15,175.0,100.15,T
1457,222,175.0,100.15,100.15,11,112.75,195.0,112.75,T
1458,223,5.0,-1.0,5.9,0,5.97,15.0,5.97,T
1459,223,15.0,5.97,5.97,5,11.48,25.0,11.48,T
1460,223,25.0,11.48,11.48,9,22.96,45.0,22.96,T
1461,223,55.0,27.94,31.24,2,33.86,65.0,33.86,T
1462,223,65.0,33.86,33.86,5,39.79,75.0,39.79,T
1463,223,75.0,39.79,39.79,10,52.14,95.0,52.14,T
1464,223,105.0,57.48,60.49,3,63.48,115.0,63.48,T
1465,223,115.0,63.48,63.48,5,69.5,125.0,69.5,T
1466,223,125.0,69.5,69.5,10,81.78,145.0,81.78,T
1467,223,155.0,86.96,90.35,3,93.41,165.0,93.41,T
1468,223,165.0,93.41,93.41,5,99.3,175.0,99.3,T
1469,223,175.0,99.3,99.3,11,111.94,195.0,111.94,T
1470,224,5.0,-1.0,5.9,0,6.03,15.0,6.03,T
1471,224,15.0,6.03,6.03,5,11.42,25.0,11.42,T
1472,224,25.0,11.42,11.42,10,22.24,45.0,22.24,T
1473,224,55.0,27.38,31.18,2,33.28,65.0,33.28,T
1474,224,65.0,33.28,33.28,5,38.82,75.0,38.82,T
1475,224,75.0,38.82,38.82,10,50.18,95.0,50.18,T
1476,224,105.0,55.64,59.3,2,61.76,115.0,61.76,T
1477,224,115.0,61.76,61.76,5,67.7,125.0,67.7,T
1478,224,125.0,67.7,67.7,11,79.98,145.0,79.98,T
1479,224,155.0,85.41,88.49,3,91.82,165.0,91.82,T
1480,224,165.0,91.82,91.82,6,98.16,175.0,98.16,T
1481,224,175.0,98.16,98.16,12,111.3,195.0,111.3,T
1482,225,5.0,-1.0,6.08,0,6.18,15.0,6.18,T
1483,225,15.0,6.18,6.18,5,11.58,25.0,11.58,T
1484,225,25.0,11.58,11.58,9,22.94,45.0,22.94,T
1485,225,55.0,27.96,30.68,3,34.03,65.0,34.03,T
1486,225,65.0,34.03,34.03,5,39.86,75.0,39.86,T
1487,225,75.0,39.86,39.86,9,51.65,95.0,51.65,T
1488,225,105.0,57.42,59.67,3,63.54,115.0,63.54,T
1489,225,115.0,63.54,63.54,5,69.32,125.0,69.32,T
1490,225,125.0,69.32,69.32,10,81.46,145.0,81.46,T
1491,225,155.0,86.9,89.56,3,93.1,165.0,93.1,T
1492,225,165.0,93.1,93.1,5,99.16,175.0,99.16,T
1493,225,175.0,99.16,99.16,10,111.38,195.0,111.38,T
1494,226,5.0,-1.0,5.54,0,5.8,15.0,5.8,T
1495,226,15.0,5.8,5.8,4,10.98,25.0,10.98,T
1496,226,25.0,10.98,10.98,9,22.06,45.0,22.06,T
1497,226,55.0,26.82,31.43,1,32.9,65.0,32.9,T
1498,226,65.0,32.9,32.9,4,38.63,75.0,38.63,T
1499,226,75.0,38.63,38.63,9,50.24,95.0,50.24,T
1500,226,105.0,55.54,60.21,1,61.58,115.0,61.58,T
1501,226,115.0,61.58,61.58,4,67.26,125.0,67.26,T
1502,226,125.0,67.26,67.26,9,78.84,145.0,78.84,T
1503,226,155.0,84.28,88.57,2,90.68,165.0,90.68,T
1504,226,165.0,90.68,90.68,5,96.38,175.0,96.38,T
1505,226,175.0,96.38,96.38,9,108.08,195.0,108.08,T
1506,227,5.0,-1.0,-1.0,-1,-1.0,15.0,5.96,T
1507,227,15.0,5.96,6.16,5,11.32,25.0,11.32,T
1508,227,25.0,11.32,11.32,9,22.62,45.0,22.62,T
1509,227,55.0,27.68,31.78,2,33.74,65.0,33.74,T
1510,227,65.0,33.74,33.74,5,39.42,75.0,39.42,T
1511,227,75.0,39.42,39.42,9,51.4,95.0,51.4,T
1512,227,105.0,56.68,60.59,2,62.88,115.0,62.88,T
1513,227,115.0,62.88,62.88,5,68.82,125.0,68.82,T
1514,227,125.0,68.82,68.82,10,81.0,145.0,81.0,T
1515,227,155.0,86.54,89.8,3,92.82,165.0,92.82,T
1516,227,165.0,92.82,92.82,5,98.88,175.0,98.88,T
1517,227,175.0,98.88,98.88,11,111.5,195.0,111.5,T
1518,228,5.0,-1.0,5.9,0,6.07,15.0,6.07,T
1519,228,15.0,6.07,6.07,5,11.54,25.0,11.54,T
1520,228,25.0,11.54,11.54,10,22.76,45.0,22.76,T
1521,228,55.0,27.92,30.44,3,34.0,65.0,34.0,T
1522,228,65.0,34.0,34.0,5,39.8,75.0,39.8,T
1523,228,75.0,39.8,39.8,10,51.54,95.0,51.54,T
1524,228,105.0,57.28,59.78,3,63.66,115.0,63.66,T
1525,228,115.0,63.66,63.66,5,69.86,125.0,69.86,T
1526,228,125.0,69.86,69.86,11,82.46,145.0,82.46,T
1527,228,155.0,87.76,90.11,4,94.34,165.0,94.34,T
1528,228,165.0,94.34,94.34,5,100.44,175.0,100.44,T
1529,228,175.0,100.44,100.44,11,113.4,195.0,113.4,T
1530,229,5.0,-1.0,-1.0,-1,-1.0,15.0,6.14,T
1531,229,15.0,6.14,6.24,5,11.66,25.0,11.66,T
1532,229,25.0,11.66,11.66,9,22.88,45.0,22.88,T
1533,229,55.0,28.1,32.33,2,34.42,65.0,34.42,T
1534,229,65.0,34.42,34.42,5,40.26,75.0,40.26,T
1535,229,75.0,40.26,40.26,9,52.02,95.0,52.02,T
1536,229,105.0,57.54,61.09,2,64.04,115.0,64.04,T
1537,229,115.0,64.04,64.04,5,70.08,125.0,70.08,T
1538,229,125.0,70.08,70.08,9,82.24,145.0,82.24,T
1539,229,155.0,88.1,91.54,3,94.6,165.0,94.6,T
1540,229,165.0,94.6,94.6,5,100.58,175.0,100.58,T
1541,229,175.0,100.58,100.58,10,113.0,195.0,113.0,T
1542,230,5.0,-1.0,-1.0,-1,-1.0,15.0,6.69,T
1543,230,15.0,6.69,6.85,4,12.75,25.0,12.75,T
1544,230,25.0,12.75,12.75,8,25.21,45.0,25.21,T
1545,230,55.0,30.13,-1.0,-1,-1.0,65.0,36.03,T
1546,230,65.0,36.03,36.13,4,42.48,75.0,42.48,T
1547,230,75.0,42.48,42.48,9,55.45,95.0,55.45,T
1548,230,105.0,60.47,65.93,0,66.45,115.0,66.45,T
1549,230,115.0,66.45,66.45,4,72.89,125.0,72.89,T
1550,230,125.0,72.89,72.89,9,85.63,145.0,85.63,T
1551,230,155.0,90.47,96.11,0,96.41,165.0,96.41,T
1552,230,165.0,96.41,96.41,5,102.89,175.0,102.89,T
1553,230,175.0,102.89,102.89,10,115.71,195.0,115.71,T
1554,231,5.0,-1.0,6.72,0,6.8,15.0,6.8,T
1555,231,15.0,6.8,6.8,4,12.38,25.0,12.38,T
1556,231,25.0,12.38,12.38,8,24.18,45.0,24.18,T
1557,231,55.0,28.98,33.33,1,35.34,65.0,35.34,T
1558,231,65.0,35.34,35.34,4,41.46,75.0,41.46,T
1559,231,75.0,41.46,41.46,8,53.7,95.0,53.7,T
1560,231,105.0,58.61,62.66,2,64.92,115.0,64.92,T
1561,231,115.0,64.92,64.92,4,70.99,125.0,70.99,T
1562,231,125.0,70.99,70.99,8,83.48,145.0,83.48,T
1563,231,155.0,88.34,92.22,2,94.68,165.0,94.68,T
1564,231,165.0,94.68,94.68,4,100.76,175.0,100.76,T
1565,231,175.0,100.76,100.76,9,113.58,195.0,113.58,T
1566,232,5.0,-1.0,-1.0,-1,-1.0,15.0,6.3,T
1567,232,15.0,6.3,6.38,5,12.06,25.0,12.06,T
1568,232,25.0,12.06,12.06,9,23.71,45.0,23.71,T
1569,232,55.0,28.16,32.99,1,34.12,65.0,34.12,T
1570,232,65.0,34.12,34.12,4,40.08,75.0,40.08,T
1571,232,75.0,40.08,40.08,9,52.11,95.0,52.11,T
1572,232,105.0,57.16,62.46,1,63.14,115.0,63.14,T
1573,232,115.0,63.14,63.14,4,69.22,125.0,69.22,T
1574,232,125.0,69.22,69.22,9,81.56,145.0,81.56,T
1575,232,155.0,86.4,92.12,0,92.42,165.0,92.42,T
1576,232,165.0,92.42,92.42,5,98.54,175.0,98.54,T
1577,232,175.0,98.54,98.54,10,111.52,195.0,111.52,T
1578,233,5.0,-1.0,6.24,0,6.25,15.0,6.25,T
1579,233,15.0,6.25,6.25,4,12.13,25.0,12.13,T
1580,233,25.0,12.13,12.13,7,24.33,45.0,24.33,T
1581,233,55.0,28.75,34.38,0,34.55,65.0,34.55,T
1582,233,65.0,34.55,34.55,4,40.63,75.0,40.63,T
1583,233,75.0,40.63,40.63,8,53.09,95.0,53.09,T
1584,233,105.0,57.81,-1.0,-1,-1.0,115.0,63.71,T
1585,233,115.0,63.71,63.97,4,69.97,125.0,69.97,T
1586,233,125.0,69.97,69.97,8,82.39,145.0,82.39,T
1587,233,155.0,86.93,92.33,0,92.84,165.0,92.84,T
1588,233,165.0,92.84,92.84,5,98.95,175.0,98.95,T
1589,233,175.0,98.95,98.95,9,111.55,195.0,111.55,T
1590,234,5.0,-1.0,-1.0,-1,-1.0,15.0,6.76,T
1591,234,15.0,6.76,6.91,4,12.33,25.0,12.33,T
1592,234,25.0,12.33,12.33,8,23.98,45.0,23.98,T
1593,234,55.0,28.74,32.77,2,34.98,65.0,34.98,T
1594,234,65.0,34.98,34.98,4,41.04,75.0,41.04,T
1595,234,75.0,41.04,41.04,8,53.38,95.0,53.38,T
1596,234,105.0,58.26,61.7,2,64.64,115.0,64.64,T
1597,234,115.0,64.64,64.64,4,70.74,125.0,70.74,T
1598,234,125.0,70.74,70.74,9,83.1,145.0,83.1,T
1599,234,155.0,88.03,91.3,2,94.34,165.0,94.34,T
1600,234,165.0,94.34,94.34,5,100.52,175.0,100.52,T
1601,234,175.0,100.52,100.52,10,113.28,195.0,113.28,T
1602,235,5.0,-1.0,-1.0,-1,-1.0,15.0,6.5,T
1603,235,15.0,6.5,7.1,4,12.24,25.0,12.24,T
1604,235,25.0,12.24,12.24,8,24.58,45.0,24.58,T
1605,235,55.0,29.2,-1.0,-1,-1.0,65.0,34.81,T
1606,235,65.0,34.81,34.96,4,40.96,75.0,40.96,T
1607,235,75.0,40.96,40.96,8,53.66,95.0,53.66,T
1608,235,105.0,58.3,64.35,0,64.42,115.0,64.42,T
1609,235,115.0,64.42,64.42,4,70.64,125.0,70.64,T
1610,235,125.0,70.64,70.64,8,83.52,145.0,83.52,T
1611,235,155.0,88.28,93.9,0,94.24,165.0,94.24,T
1612,235,165.0,94.24,94.24,4,100.64,175.0,100.64,T
1613,235,175.0,100.64,100.64,9,114.01,195.0,114.01,T
1614,236,5.0,-1.0,6.02,1,7.06,15.0,7.06,T
1615,236,15.0,7.06,7.06,4,13.26,25.0,13.26,T
1616,236,25.0,13.26,13.26,9,26.38,45.0,26.38,T
1617,236,55.0,31.87,35.49,3,38.84,65.0,38.84,T
1618,236,65.0,38.84,38.84,5,45.66,75.0,45.66,T
1619,236,75.0,45.66,45.66,9,59.24,95.0,59.24,T
1620,236,105.0,65.06,68.48,3,72.12,115.0,72.12,T
1621,236,115.0,72.12,72.12,5,78.9,125.0,78.9,T
1622,236,125.0,78.9,78.9,10,92.84,145.0,92.84,T
1623,236,155.0,98.62,102.19,4,106.04,165.0,106.04,T
1624,236,165.0,106.04,106.04,6,113.04,175.0,113.04,T
1625,236,175.0,113.04,113.04,11,127.18,195.0,127.18,T
1626,237,5.0,-1.0,-1.0,-1,-1.0,15.0,6.76,T
1627,237,15.0,6.76,7.36,4,13.34,25.0,13.34,T
1628,237,25.0,13.34,13.34,7,26.38,45.0,26.38,T
1629,237,55.0,32.04,36.63,1,38.9,65.0,38.9,T
1630,237,65.0,38.9,38.9,4,45.61,75.0,45.61,T
1631,237,75.0,45.61,45.61,8,59.06,95.0,59.06,T
1632,237,105.0,64.72,69.1,2,71.58,115.0,71.58,T
1633,237,115.0,71.58,71.58,4,78.34,125.0,78.34,T
1634,237,125.0,78.34,78.34,9,91.94,145.0,91.94,T
1635,237,155.0,97.51,101.66,2,104.66,165.0,104.66,T
1636,237,165.0,104.66,104.66,5,111.52,175.0,111.52,T
1637,237,175.0,111.52,111.52,10,125.42,195.0,125.42,T
1638,238,5.0,-1.0,6.64,0,6.85,15.0,6.85,T
1639,238,15.0,6.85,6.85,4,13.14,25.0,13.14,T
1640,238,25.0,13.14,13.14,8,26.12,45.0,26.12,T
1641,238,55.0,31.36,36.12,1,38.16,65.0,38.16,T
1642,238,65.0,38.16,38.16,4,44.96,75.0,44.96,T
1643,238,75.0,44.96,44.96,8,58.1,95.0,58.1,T
1644,238,105.0,63.78,68.17,2,70.56,115.0,70.56,T
1645,238,115.0,70.56,70.56,4,77.38,125.0,77.38,T
1646,238,125.0,77.38,77.38,8,90.94,145.0,90.94,T
1647,238,155.0,96.58,100.45,2,103.79,165.0,103.79,T
1648,238,165.0,103.79,103.79,4,110.68,175.0,110.68,T
1649,238,175.0,110.68,110.68,10,125.18,195.0,125.18,T
1650,239,5.0,-1.0,6.78,0,6.94,15.0,6.94,T
1651,239,15.0,6.94,6.94,4,13.22,25.0,13.22,T
1652,239,25.0,13.22,13.22,7,25.9,45.0,25.9,T
1653,239,55.0,31.46,35.97,1,38.32,65.0,38.32,T
1654,239,65.0,38.32,38.32,4,45.0,75.0,45.0,T
