id,idAnalyse,distanceDebut,tpsDebut,tpsDebutCycles,nbCycles,tpsFinCycles,distanceFin,tpsFin,TRIAL311
2436,302,25.0,10.68,10.68,8,20.68,45.0,20.68,T
2437,302,55.0,25.03,26.89,4,30.38,65.0,30.38,T
2438,302,65.0,30.38,30.38,4,35.36,75.0,35.36,T
2439,302,75.0,35.36,35.36,9,45.86,95.0,45.86,T
2440,303,5.0,-1.0,5.17,1,5.82,15.0,5.82,T
2441,303,15.0,5.82,5.82,4,10.64,25.0,10.64,T
2442,303,25.0,10.64,10.64,8,20.52,45.0,20.52,T
2443,303,55.0,24.86,26.69,3,30.22,65.0,30.22,T
2444,303,65.0,30.22,30.22,5,35.22,75.0,35.22,T
2445,303,75.0,35.22,35.22,9,45.88,95.0,45.88,T
2446,304,5.0,-1.0,6.02,0,6.52,15.0,6.52,T
2447,304,15.0,6.52,6.52,5,12.23,25.0,12.23,T
2448,304,25.0,12.23,12.23,9,24.05,45.0,24.05,T
2449,304,55.0,29.32,32.25,8,41.82,75.0,41.82,T
2450,304,75.0,41.82,41.82,10,54.19,95.0,54.19,T
2451,304,105.0,59.86,62.59,7,73.02,125.0,73.02,T
2452,304,125.0,73.02,73.02,9,86.44,145.0,86.44,T
2453,304,155.0,91.66,94.63,7,105.24,175.0,105.24,T
2454,304,175.0,105.24,105.24,9,118.93,195.0,118.93,T
2455,304,205.0,125.1,128.05,8,139.72,225.0,139.72,T
2456,304,225.0,139.72,139.72,9,154.24,245.0,154.24,T
2457,304,255.0,160.04,163.6,8,174.62,275.0,174.62,T
2458,304,275.0,174.62,174.62,9,189.47,295.0,189.47,T
2459,304,305.0,195.82,196.17,8,207.38,325.0,207.38,T
2460,304,325.0,207.38,207.38,9,219.43,345.0,219.43,T
2461,304,355.0,224.72,225.84,8,237.12,375.0,237.12,T
2462,304,375.0,237.12,237.12,9,249.36,395.0,249.36,T
2463,305,5.0,-1.0,5.61,0,6.13,15.0,6.13,T
2464,305,15.0,6.13,6.13,5,11.7,25.0,11.7,T
2465,305,25.0,11.7,11.7,10,23.32,45.0,23.32,T
2466,305,55.0,28.67,31.95,8,40.92,75.0,40.92,T
2467,305,75.0,40.92,40.92,10,53.33,95.0,53.33,T
2468,305,105.0,58.82,62.51,6,72.48,125.0,72.48,T
2469,305,125.0,72.48,72.48,9,86.58,145.0,86.58,T
2470,305,155.0,91.62,95.5,6,105.22,175.0,105.22,T
2471,305,175.0,105.22,105.22,9,119.32,195.0,119.32,T
2472,305,205.0,124.9,127.72,8,139.53,225.0,139.53,T
2473,305,225.0,139.53,139.53,10,153.8,245.0,153.8,T
2474,305,255.0,159.58,162.73,8,173.76,275.0,173.76,T
2475,305,275.0,173.76,173.76,10,188.16,295.0,188.16,T
2476,305,305.0,194.1,196.7,6,205.98,325.0,205.98,T
2477,305,325.0,205.98,205.98,9,217.94,345.0,217.94,T
2478,305,355.0,222.68,224.93,8,234.94,375.0,234.94,T
2479,305,375.0,234.94,234.94,9,247.34,395.0,247.34,T
2480,306,5.0,-1.0,6.15,0,6.34,15.0,6.34,T
2481,306,15.0,6.34,6.34,5,11.99,25.0,11.99,T
2482,306,25.0,11.99,11.99,10,23.9,45.0,23.9,T
2483,306,55.0,29.06,32.02,3,35.07,65.0,35.07,T
2484,306,65.0,35.07,35.07,5,41.09,75.0,41.09,T
2485,306,75.0,41.09,41.09,11,54.11,95.0,54.11,T
2486,307,5.0,-1.0,6.21,0,6.63,15.0,6.63,T
2487,307,15.0,6.63,6.63,6,12.87,25.0,12.87,T
2488,307,25.0,12.87,12.87,11,25.4,45.0,25.4,T
2489,307,55.0,30.79,34.84,2,37.61,65.0,37.61,T
2490,307,65.0,37.61,37.61,6,44.05,75.0,44.05,T
2491,307,75.0,44.05,44.05,13,57.54,95.0,57.54,T
2492,308,5.0,-1.0,5.21,1,6.49,15.0,6.49,T
2493,308,15.0,6.49,6.49,4,11.97,25.0,11.97,T
2494,308,25.0,11.97,11.97,7,23.47,45.0,23.47,T
2495,308,55.0,28.31,29.6,7,40.13,75.0,40.13,T
2496,308,75.0,40.13,40.13,8,52.13,95.0,52.13,T
2497,308,105.0,57.0,58.22,7,69.26,125.0,69.26,T
2498,308,125.0,69.26,69.26,7,81.55,145.0,81.55,T
2499,308,155.0,86.43,87.74,7,98.41,175.0,98.41,T
2500,308,175.0,98.41,98.41,8,110.81,195.0,110.81,T
2501,308,205.0,115.81,116.9,7,127.91,225.0,127.91,T
2502,308,225.0,127.91,127.91,8,140.31,245.0,140.31,T
2503,308,255.0,145.52,146.68,7,157.96,275.0,157.96,T
2504,308,275.0,157.96,157.96,8,170.89,295.0,170.89,T
2505,308,305.0,176.29,176.91,8,188.78,325.0,188.78,T
2506,308,325.0,188.78,188.78,8,201.77,345.0,201.77,T
2507,308,355.0,207.09,207.8,8,219.43,375.0,219.43,T
2508,308,375.0,219.43,219.43,8,232.31,395.0,232.31,T
2509,309,5.0,-1.0,5.97,1,7.32,15.0,7.32,T
2510,309,15.0,7.32,7.32,5,13.45,25.0,13.45,T
2511,309,25.0,13.45,13.45,10,26.28,45.0,26.28,T
2512,309,55.0,32.52,34.49,8,46.08,75.0,46.08,T
2513,309,75.0,46.08,46.08,10,59.96,95.0,59.96,T
2514,309,105.0,66.57,67.62,8,80.92,125.0,80.92,T
2515,309,125.0,80.92,80.92,9,95.76,145.0,95.76,T
2516,309,155.0,101.9,102.88,8,116.56,175.0,116.56,T
2517,309,175.0,116.56,116.56,9,131.74,195.0,131.74,T
2518,309,205.0,138.26,141.07,7,154.72,225.0,154.72,T
2519,309,225.0,154.72,154.72,9,170.96,245.0,170.96,T
2520,309,255.0,178.06,181.2,7,194.73,275.0,194.73,T
2521,309,275.0,194.73,194.73,9,211.52,295.0,211.52,T
2522,309,305.0,219.01,219.35,8,232.1,325.0,232.1,T
2523,309,325.0,232.1,232.1,8,245.42,345.0,245.42,T
2524,309,355.0,251.52,252.1,8,265.22,375.0,265.22,T
2525,309,375.0,265.22,265.22,8,278.9,395.0,278.9,T
2526,310,5.0,-1.0,5.71,1,6.27,15.0,6.27,T
2527,310,15.0,6.27,6.27,5,11.7,25.0,11.7,T
2528,310,25.0,11.7,11.7,10,22.95,45.0,22.95,T
2529,310,55.0,27.61,30.97,2,33.57,65.0,33.57,T
2530,310,65.0,33.57,33.57,5,39.41,75.0,39.41,T
2531,310,75.0,39.41,39.41,11,51.54,95.0,51.54,T
2532,311,5.0,-1.0,4.32,2,6.02,15.0,6.02,T
2533,311,15.0,6.02,6.02,5,11.42,25.0,11.42,T
2534,311,25.0,11.42,11.42,10,22.44,45.0,22.44,T
2535,311,55.0,27.19,28.57,4,32.88,65.0,32.88,T
2536,311,65.0,32.88,32.88,5,38.54,75.0,38.54,T
2537,311,75.0,38.54,38.54,10,50.34,95.0,50.34,T
2538,312,5.0,-1.0,4.43,2,6.36,15.0,6.36,T
2539,312,15.0,6.36,6.36,4,11.82,25.0,11.82,T
2540,312,25.0,11.82,11.82,9,23.02,45.0,23.02,T
2541,312,55.0,28.02,28.87,4,33.77,65.0,33.77,T
2542,312,65.0,33.77,33.77,5,39.74,75.0,39.74,T
2543,312,75.0,39.74,39.74,9,52.09,95.0,52.09,T
2544,313,5.0,-1.0,4.11,2,6.3,15.0,6.3,T
2545,313,15.0,6.3,6.3,5,11.72,25.0,11.72,T
2546,313,25.0,11.72,11.72,10,22.91,45.0,22.91,T
2547,313,55.0,27.82,28.6,5,33.6,65.0,33.6,T
2548,313,65.0,33.6,33.6,5,39.34,75.0,39.34,T
2549,313,75.0,39.34,39.34,11,51.62,95.0,51.62,T
2550,314,5.0,-1.0,6.11,0,6.23,15.0,6.23,T
2551,314,15.0,6.23,6.23,5,11.82,25.0,11.82,T
2552,314,25.0,11.82,11.82,10,23.56,45.0,23.56,T
2553,314,55.0,28.68,32.24,1,34.48,65.0,34.48,T
2554,314,65.0,34.48,34.48,5,40.5,75.0,40.5,T
2555,314,75.0,40.5,40.5,11,53.08,95.0,53.08,T
2556,315,5.0,-1.0,-1.0,-1,-1.0,15.0,5.91,T
2557,315,15.0,5.91,6.1,5,11.46,25.0,11.46,T
2558,315,25.0,11.46,11.46,10,23.2,45.0,23.2,T
2559,315,55.0,28.24,31.46,8,40.48,75.0,40.48,T
2560,315,75.0,40.48,40.48,11,53.22,95.0,53.22,T
2561,315,105.0,58.73,62.03,7,72.44,125.0,72.44,T
2562,315,125.0,72.44,72.44,9,86.32,145.0,86.32,T
2563,315,155.0,91.52,95.13,7,105.44,175.0,105.44,T
2564,315,175.0,105.44,105.44,9,119.7,195.0,119.7,T
2565,315,205.0,125.31,128.43,7,139.82,225.0,139.82,T
2566,315,225.0,139.82,139.82,9,154.04,245.0,154.04,T
2567,315,255.0,159.85,162.91,8,174.23,275.0,174.23,T
2568,315,275.0,174.23,174.23,10,188.92,295.0,188.92,T
2569,315,305.0,194.96,197.5,7,207.05,325.0,207.05,T
2570,315,325.0,207.05,207.05,9,219.26,345.0,219.26,T
2571,315,355.0,224.07,226.9,7,236.07,375.0,236.07,T
2572,315,375.0,236.07,236.07,9,248.48,395.0,248.48,T
2573,316,5.0,-1.0,5.62,1,6.36,15.0,6.36,T
2574,316,15.0,6.36,6.36,5,11.95,25.0,11.95,T
2575,316,25.0,11.95,11.95,10,23.72,45.0,23.72,T
2576,316,55.0,29.0,32.26,3,35.12,65.0,35.12,T
2577,316,65.0,35.12,35.12,5,41.14,75.0,41.14,T
2578,316,75.0,41.14,41.14,11,53.48,95.0,53.48,T
2579,317,5.0,-1.0,-1.0,-1,-1.0,15.0,6.12,T
2580,317,15.0,6.12,6.18,5,11.7,25.0,11.7,T
2581,317,25.0,11.7,11.7,11,23.42,45.0,23.42,T
2582,317,55.0,28.9,33.46,1,34.83,65.0,34.83,T
2583,317,65.0,34.83,34.83,6,40.7,75.0,40.7,T
2584,317,75.0,40.7,40.7,12,53.56,95.0,53.56,T
2585,318,5.0,-1.0,6.12,0,6.27,15.0,6.27,T
2586,318,15.0,6.27,6.27,6,11.96,25.0,11.96,T
2587,318,25.0,11.96,11.96,11,23.85,45.0,23.85,T
2588,318,55.0,29.25,34.0,1,35.09,65.0,35.09,T
2589,318,65.0,35.09,35.09,6,41.09,75.0,41.09,T
2590,318,75.0,41.09,41.09,12,53.91,95.0,53.91,T
2591,319,5.0,-1.0,6.05,0,6.2,15.0,6.2,T
2592,319,15.0,6.2,6.2,5,11.67,25.0,11.67,T
2593,319,25.0,11.67,11.67,11,23.24,45.0,23.24,T
2594,319,55.0,28.62,31.73,3,34.63,65.0,34.63,T
2595,319,65.0,34.63,34.63,5,40.6,75.0,40.6,T
2596,319,75.0,40.6,40.6,11,53.07,95.0,53.07,T
2597,320,5.0,-1.0,5.85,1,6.4,15.0,6.4,T
2598,320,15.0,6.4,6.4,5,12.12,25.0,12.12,T
2599,320,25.0,12.12,12.12,10,24.14,45.0,24.14,T
2600,320,55.0,29.6,32.45,3,35.48,65.0,35.48,T
2601,320,65.0,35.48,35.48,6,41.38,75.0,41.38,T
2602,320,75.0,41.38,41.38,12,53.71,95.0,53.71,T
2603,321,5.0,-1.0,6.15,0,6.31,15.0,6.31,T
2604,321,15.0,6.31,6.31,5,11.95,25.0,11.95,T
2605,321,25.0,11.95,11.95,11,23.73,45.0,23.73,T
2606,321,55.0,29.06,33.78,1,34.69,65.0,34.69,T
2607,321,65.0,34.69,34.69,6,40.79,75.0,40.79,T
2608,321,75.0,40.79,40.79,12,53.59,95.0,53.59,T
2609,322,5.0,-1.0,-1.0,-1,-1.0,15.0,6.27,T
2610,322,15.0,6.27,6.57,5,11.94,25.0,11.94,T
2611,322,25.0,11.94,11.94,10,23.96,45.0,23.96,T
2612,322,55.0,29.46,33.3,2,35.33,65.0,35.33,T
2613,322,65.0,35.33,35.33,5,41.31,75.0,41.31,T
2614,322,75.0,41.31,41.31,11,54.15,95.0,54.15,T
2615,323,5.0,-1.0,4.99,1,5.79,15.0,5.79,T
2616,323,15.0,5.79,5.79,4,10.99,25.0,10.99,T
2617,323,25.0,10.99,10.99,9,21.77,45.0,21.77,T
2618,323,55.0,26.41,28.32,3,31.99,65.0,31.99,T
2619,323,65.0,31.99,31.99,4,37.35,75.0,37.35,T
2620,323,75.0,37.35,37.35,9,48.75,95.0,48.75,T
2621,324,5.0,-1.0,4.89,1,5.69,15.0,5.69,T
2622,324,15.0,5.69,5.69,4,10.79,25.0,10.79,T
2623,324,25.0,10.79,10.79,8,21.47,45.0,21.47,T
2624,324,55.0,26.11,27.52,4,31.55,65.0,31.55,T
2625,324,65.0,31.55,31.55,5,37.07,75.0,37.07,T
2626,324,75.0,37.07,37.07,10,49.43,95.0,49.43,T
2627,325,5.0,-1.0,5.68,1,6.52,15.0,6.52,T
2628,325,15.0,6.52,6.52,5,11.84,25.0,11.84,T
2629,325,25.0,11.84,11.84,10,22.98,45.0,22.98,T
2630,325,55.0,27.53,30.83,2,33.49,65.0,33.49,T
2631,325,65.0,33.49,33.49,5,39.01,75.0,39.01,T
2632,325,75.0,39.01,39.01,10,50.76,95.0,50.76,T
2633,326,5.0,-1.0,4.05,2,5.82,15.0,5.82,T
2634,326,15.0,5.82,5.82,4,11.02,25.0,11.02,T
2635,326,25.0,11.02,11.02,9,21.82,45.0,21.82,T
2636,326,55.0,26.47,27.73,3,32.15,65.0,32.15,T
2637,326,65.0,32.15,32.15,4,37.88,75.0,37.88,T
2638,326,75.0,37.88,37.88,9,49.7,95.0,49.7,T
2639,327,5.0,-1.0,5.63,1,6.23,15.0,6.23,T
2640,327,15.0,6.23,6.23,5,11.57,25.0,11.57,T
2641,327,25.0,11.57,11.57,11,22.73,45.0,22.73,T
2642,327,55.0,27.64,30.8,3,33.43,65.0,33.43,T
2643,327,65.0,33.43,33.43,5,39.15,75.0,39.15,T
2644,327,75.0,39.15,39.15,11,51.19,95.0,51.19,T
2645,328,5.0,-1.0,5.15,0,5.61,15.0,5.61,T
2646,328,15.0,5.61,5.61,4,10.87,25.0,10.87,T
2647,328,25.0,10.87,10.87,9,21.85,45.0,21.85,T
2648,328,55.0,26.45,28.57,3,32.28,65.0,32.28,T
2649,328,65.0,32.28,32.28,5,37.89,75.0,37.89,T
2650,328,75.0,37.89,37.89,10,49.83,95.0,49.83,T
2651,329,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
2652,329,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
2653,329,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
2654,329,55.0,-1.0,-1.0,-1,-1.0,65.0,-1.0,T
2655,329,65.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
2656,329,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
2657,330,5.0,-1.0,4.18,1,5.73,15.0,5.73,T
2658,330,15.0,5.73,5.73,4,10.98,25.0,10.98,T
2659,330,25.0,10.98,10.98,9,21.65,45.0,21.65,T
2660,330,55.0,26.22,27.19,4,31.73,65.0,31.73,T
2661,330,65.0,31.73,31.73,5,37.29,75.0,37.29,T
2662,330,75.0,37.29,37.29,10,49.27,95.0,49.27,T
2663,331,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
2664,331,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
2665,331,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
2666,331,55.0,-1.0,-1.0,-1,-1.0,65.0,-1.0,T
2667,331,65.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
2668,331,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
2669,332,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
2670,332,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
2671,332,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
2672,332,55.0,-1.0,-1.0,-1,-1.0,65.0,-1.0,T
2673,332,65.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
2674,332,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
2675,333,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
2676,333,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
2677,333,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
2678,333,55.0,-1.0,-1.0,-1,-1.0,65.0,-1.0,T
2679,333,65.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
2680,333,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
2681,334,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
2682,334,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
2683,334,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
2684,334,55.0,-1.0,-1.0,-1,-1.0,65.0,-1.0,T
2685,334,65.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
2686,334,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
2687,335,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
2688,335,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
2689,335,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
2690,335,55.0,-1.0,-1.0,-1,-1.0,65.0,-1.0,T
2691,335,65.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
2692,335,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
2693,336,5.0,-1.0,4.62,2,6.4,15.0,6.4,T
2694,336,15.0,6.4,6.4,5,11.64,25.0,11.64,T
2695,336,25.0,11.64,11.64,10,22.48,45.0,22.48,T
2696,336,55.0,27.28,28.64,4,32.97,65.0,32.97,T
2697,336,65.0,32.97,32.97,5,38.66,75.0,38.66,T
2698,336,75.0,38.66,38.66,11,50.44,95.0,50.44,T
2699,337,5.0,-1.0,-1.0,-1,-1.0,15.0,-1.0,T
2700,337,15.0,-1.0,-1.0,-1,-1.0,25.0,-1.0,T
2701,337,25.0,-1.0,-1.0,-1,-1.0,45.0,-1.0,T
2702,337,55.0,-1.0,-1.0,-1,-1.0,65.0,-1.0,T
2703,337,65.0,-1.0,-1.0,-1,-1.0,75.0,-1.0,T
2704,337,75.0,-1.0,-1.0,-1,-1.0,95.0,-1.0,T
2705,338,5.0,-1.0,6.48,1,7.19,15.0,7.19,T
2706,338,15.0,7.19,7.19,5,13.26,25.0,13.26,T
2707,338,25.0,13.26,13.26,10,25.86,45.0,25.86,T
2708,338,55.0,30.89,35.09,2,37.38,65.0,37.38,T
2709,338,65.0,37.38,37.38,5,44.04,75.0,44.04,T
2710,338,75.0,44.04,44.04,11,57.66,95.0,57.66,T
2711,339,5.0,-1.0,5.97,0,6.29,15.0,6.29,T
2712,339,15.0,6.29,6.29,5,11.73,25.0,11.73,T
2713,339,25.0,11.73,11.73,9,23.0,45.0,23.0,T
2714,339,55.0,27.38,31.73,2,33.15,65.0,33.15,T
2715,339,65.0,33.15,33.15,5,38.85,75.0,38.85,T
2716,339,75.0,38.85,38.85,10,50.53,95.0,50.53,T
2717,340,5.0,-1.0,6.02,0,6.3,15.0,6.3,T
2718,340,15.0,6.3,6.3,5,11.68,25.0,11.68,T
2719,340,25.0,11.68,11.68,9,22.86,45.0,22.86,T
2720,340,55.0,27.37,31.31,1,32.92,65.0,32.92,T
2721,340,65.0,32.92,32.92,5,38.72,75.0,38.72,T
2722,340,75.0,38.72,38.72,10,50.76,95.0,50.76,T
2723,341,5.0,-1.0,4.91,1,5.54,15.0,5.54,T
2724,341,15.0,5.54,5.54,4,10.41,25.0,10.41,T
2725,341,25.0,10.41,10.41,9,20.55,45.0,20.55,T
2726,341,55.0,24.71,26.32,3,29.91,65.0,29.91,T
2727,341,65.0,29.91,29.91,5,35.08,75.0,35.08,T
2728,341,75.0,35.08,35.08,10,46.1,95.0,46.1,T
2729,342,5.0,-1.0,4.48,1,5.34,15.0,5.34,T
2730,342,15.0,5.34,5.34,4,10.12,25.0,10.12,T
2731,342,25.0,10.12,10.12,8,19.96,45.0,19.96,T
2732,342,55.0,24.08,25.8,3,29.26,65.0,29.26,T
2733,342,65.0,29.26,29.26,4,34.37,75.0,34.37,T
2734,342,75.0,34.37,34.37,9,45.0,95.0,45.0,T
2735,343,5.0,-1.0,4.42,1,5.15,15.0,5.15,T
2736,343,15.0,5.15,5.15,4,9.96,25.0,9.96,T
2737,343,25.0,9.96,9.96,7,20.06,45.0,20.06,T
2738,343,55.0,24.22,25.94,3,29.37,65.0,29.37,T
2739,343,65.0,29.37,29.37,4,34.5,75.0,34.5,T
2740,343,75.0,34.5,34.5,9,45.79,95.0,45.79,T
2741,344,5.0,-1.0,5.14,0,5.2,15.0,5.2,T
2742,344,15.0,5.2,5.2,4,10.26,25.0,10.26,T
2743,344,25.0,10.26,10.26,8,20.09,45.0,20.09,T
2744,344,55.0,24.22,27.86,1,29.44,65.0,29.44,T
2745,344,65.0,29.44,29.44,4,34.58,75.0,34.58,T
2746,344,75.0,34.58,34.58,9,45.55,95.0,45.55,T
2747,345,5.0,-1.0,5.1,1,6.03,15.0,6.03,T
2748,345,15.0,6.03,6.03,4,11.34,25.0,11.34,T
2749,345,25.0,11.34,11.34,8,22.46,45.0,22.46,T
2750,345,55.0,26.76,28.76,3,32.36,65.0,32.36,T
2751,345,65.0,32.36,32.36,4,37.93,75.0,37.93,T
2752,345,75.0,37.93,37.93,8,49.21,95.0,49.21,T
2753,345,105.0,53.8,55.05,4,59.48,115.0,59.48,T
2754,345,115.0,59.48,59.48,4,65.07,125.0,65.07,T
2755,345,125.0,65.07,65.07,8,76.45,145.0,76.45,T
2756,345,155.0,81.19,81.88,4,87.0,165.0,87.0,T
2757,345,165.0,87.0,87.0,4,92.86,175.0,92.86,T
2758,345,175.0,92.86,92.86,9,105.1,195.0,105.1,T
2759,346,5.0,-1.0,5.76,0,5.82,15.0,5.82,T
2760,346,15.0,5.82,5.82,4,10.99,25.0,10.99,T
2761,346,25.0,10.99,10.99,7,21.79,45.0,21.79,T
2762,346,55.0,26.23,28.64,2,31.84,65.0,31.84,T
2763,346,65.0,31.84,31.84,4,37.35,75.0,37.35,T
2764,346,75.0,37.35,37.35,8,48.67,95.0,48.67,T
2765,346,105.0,53.18,55.38,3,58.99,115.0,58.99,T
2766,346,115.0,58.99,58.99,4,64.63,125.0,64.63,T
2767,346,125.0,64.63,64.63,8,76.08,145.0,76.08,T
2768,346,155.0,80.63,82.72,3,86.45,165.0,86.45,T
2769,346,165.0,86.45,86.45,4,92.13,175.0,92.13,T
2770,346,175.0,92.13,92.13,9,104.09,195.0,104.09,T
2771,347,5.0,-1.0,5.98,0,6.18,15.0,6.18,T
2772,347,15.0,6.18,6.18,5,11.8,25.0,11.8,T
2773,347,25.0,11.8,11.8,10,23.6,45.0,23.6,T
2774,347,55.0,28.59,32.14,2,34.4,65.0,34.4,T
2775,347,65.0,34.4,34.4,5,40.27,75.0,40.27,T
2776,347,75.0,40.27,40.27,12,53.15,95.0,53.15,T
2777,348,5.0,-1.0,6.08,0,6.34,15.0,6.34,T
2778,348,15.0,6.34,6.34,5,11.82,25.0,11.82,T
2779,348,25.0,11.82,11.82,9,22.96,45.0,22.96,T
2780,348,55.0,27.42,31.7,1,33.02,65.0,33.02,T
2781,348,65.0,33.02,33.02,5,38.8,75.0,38.8,T
2782,348,75.0,38.8,38.8,10,50.84,95.0,50.84,T
2783,349,5.0,-1.0,4.28,1,5.46,15.0,5.46,T
2784,349,15.0,5.46,5.46,4,10.3,25.0,10.3,T
2785,349,25.0,10.3,10.3,9,20.26,45.0,20.26,T
2786,349,55.0,24.41,26.05,4,29.52,65.0,29.52,T
2787,349,65.0,29.52,29.52,4,34.48,75.0,34.48,T
2788,349,75.0,34.48,34.48,10,45.06,95.0,45.06,T
2789,350,5.0,-1.0,4.14,1,4.9,15.0,4.9,T
2790,350,15.0,4.9,4.9,4,9.77,25.0,9.77,T
2791,350,25.0,9.77,9.77,8,19.6,45.0,19.6,T
2792,350,55.0,23.67,25.3,3,28.86,65.0,28.86,T
2793,350,65.0,28.86,28.86,4,33.98,75.0,33.98,T
2794,350,75.0,33.98,33.98,9,45.1,95.0,45.1,T
2795,351,5.0,-1.0,4.03,1,5.18,15.0,5.18,T
2796,351,15.0,5.18,5.18,4,10.08,25.0,10.08,T
2797,351,25.0,10.08,10.08,9,20.06,45.0,20.06,T
2798,351,55.0,24.15,25.71,3,29.26,65.0,29.26,T
2799,351,65.0,29.26,29.26,5,34.42,75.0,34.42,T
2800,351,75.0,34.42,34.42,10,45.5,95.0,45.5,T
2801,352,5.0,-1.0,4.59,0,5.02,15.0,5.02,T
2802,352,15.0,5.02,5.02,4,9.79,25.0,9.79,T
2803,352,25.0,9.79,9.79,9,19.91,45.0,19.91,T
2804,352,55.0,24.14,26.47,2,29.38,65.0,29.38,T
2805,352,65.0,29.38,29.38,4,34.57,75.0,34.57,T
2806,352,75.0,34.57,34.57,9,45.47,95.0,45.47,T
2807,353,5.0,-1.0,5.33,1,6.65,15.0,6.65,T
2808,353,15.0,6.65,6.65,4,12.32,25.0,12.32,T
2809,353,25.0,12.32,12.32,9,24.11,45.0,24.11,T
2810,353,55.0,29.09,30.09,4,35.13,65.0,35.13,T
2811,353,65.0,35.13,35.13,5,41.09,75.0,41.09,T
2812,353,75.0,41.09,41.09,9,53.35,95.0,53.35,T
2813,353,105.0,58.62,59.87,4,65.02,115.0,65.02,T
2814,353,115.0,65.02,65.02,5,71.19,125.0,71.19,T
2815,353,125.0,71.19,71.19,10,83.71,145.0,83.71,T
2816,353,155.0,88.92,89.99,4,95.2,165.0,95.2,T
2817,353,165.0,95.2,95.2,5,101.43,175.0,101.43,T
2818,353,175.0,101.43,101.43,10,114.22,195.0,114.22,T
2819,354,5.0,-1.0,5.55,0,6.05,15.0,6.05,T
2820,354,15.0,6.05,6.05,5,11.54,25.0,11.54,T
2821,354,25.0,11.54,11.54,10,23.11,45.0,23.11,T
2822,354,55.0,28.29,31.89,2,34.14,65.0,34.14,T
2823,354,65.0,34.14,34.14,5,40.14,75.0,40.14,T
2824,354,75.0,40.14,40.14,10,52.48,95.0,52.48,T
2825,354,105.0,57.74,60.79,2,63.76,115.0,63.76,T
2826,354,115.0,63.76,63.76,5,69.79,125.0,69.79,T
2827,354,125.0,69.79,69.79,11,82.28,145.0,82.28,T
2828,354,155.0,87.78,90.86,2,93.89,165.0,93.89,T
2829,354,165.0,93.89,93.89,5,100.02,175.0,100.02,T
2830,354,175.0,100.02,100.02,11,112.77,195.0,112.77,T
2831,355,5.0,-1.0,5.42,2,7.25,15.0,7.25,T
2832,355,15.0,7.25,7.25,5,13.23,25.0,13.23,T
2833,355,25.0,13.23,13.23,10,25.61,45.0,25.61,T
2834,355,55.0,31.61,33.27,4,38.46,65.0,38.46,T
2835,355,65.0,38.46,38.46,5,45.19,75.0,45.19,T
2836,355,75.0,45.19,45.19,10,59.27,95.0,59.27,T
2837,355,105.0,65.37,68.46,3,73.67,115.0,73.67,T
2838,355,115.0,73.67,73.67,5,81.89,125.0,81.89,T
2839,355,125.0,81.89,81.89,9,98.26,145.0,98.26,T
2840,355,155.0,105.31,105.74,4,111.8,165.0,111.8,T
2841,355,165.0,111.8,111.8,5,118.17,175.0,118.17,T
2842,355,175.0,118.17,118.17,9,131.29,195.0,131.29,T
2843,356,5.0,-1.0,5.12,2,7.08,15.0,7.08,T
2844,356,15.0,7.08,7.08,5,13.02,25.0,13.02,T
2845,356,25.0,13.02,13.02,11,25.36,45.0,25.36,T
2846,356,55.0,31.06,32.65,4,37.87,65.0,37.87,T
2847,356,65.0,37.87,37.87,5,44.5,75.0,44.5,T
2848,356,75.0,44.5,44.5,10,58.31,95.0,58.31,T
2849,356,105.0,64.29,66.98,4,72.42,115.0,72.42,T
