idNageur;Prénom;Nom;Sexe;DateDeNaissance;Nationalité;Club;idCourse;idCompetition;LongeurBassin;DistanceCourse;StyleDeNage;Round;Date;TempsDebutCourse;TempsFinalCourse;idAnalyse
280;Andreas;VAZAIOS;m;19940509;GRE;b'';69;1;50;3;5;3;20210520;8.01;117.05;235
249;James;WILBY;m;19931112;GBR;b'';70;1;50;3;3;3;20210520;20.61;130.34;236
259;Ross;MURDOCH;m;19940114;GBR;b'';70;1;50;3;3;3;20210520;9.35;128.58;237
260;Matti;MATTSSON;m;19931005;FIN;b'';70;1;50;3;3;3;20210520;4.71;128.48;238
2888573;Erik;PERSSON;m;19940112;SWE;b'';70;1;50;3;3;3;20210520;11.15;127.66;239
262;Anton;CHUPKOV;m;19970222;RUS;b'';70;1;50;3;3;3;20210520;9.21;126.99;240
199;Arno;KAMMINGA;m;19951022;NED;b'';70;1;50;3;3;3;20210520;8.29;127.35;241
200;Kirill;PRIGODA;m;19951229;RUS;b'';70;1;50;3;3;3;20210520;13.05;129.23;242
263;Caspar;CORBEAU;m;20010304;NED;b'';70;1;50;3;3;3;20210520;7.93;129.73;243
256;Jakub;SKIERKA;m;19981004;POL;b'';53;1;50;3;2;3;20210522;5.29;118.48;244
257;Adam;TELEGDY;m;19951101;HUN;b'';53;1;50;3;2;3;20210522;13.34;118.78;245
247;Luke;GREENBANK;m;19970917;GBR;b'';53;1;50;3;2;3;20210522;11.26;116.29;246
246;Evgeny;RYLOV;m;19960923;RUS;b'';53;1;50;3;2;3;20210522;14.45;116.27;247
220;Roman;MITYUKOV;m;20000730;SUI;b'';53;1;50;3;2;3;20210522;10.29;116.42;248
2204443;Radoslaw;KAWECKI;m;19910816;POL;b'';53;1;50;3;2;3;20210522;15.73;118.76;249
264;Andrea;MUREZ;f;19920129;ISR;b'';71;1;50;3;4;3;20210521;1.72;119.36;250
1333493;Valentine;DUMONT;f;20000702;BEL;b'';71;1;50;3;4;3;20210521;8.74;105.74;251
266;Federica;PELLEGRINI;f;19880805;ITA;b'';71;1;50;3;4;3;20210521;14.74;106.1;252
50;Barbora;SEEMANOVA;f;20000401;CZE;b'';34;1;50;3;4;3;20210520;14.69;105.34;253
215;Freya;ANDERSON;f;20010304;GBR;b'';71;1;50;3;4;3;20210521;16.15;104.79;254
267;Katja;FAIN;f;20010831;SLO;b'';71;1;50;3;4;3;20210521;19.46;105.19;255
268;Julia;MROZINSKI;f;20000216;GER;b'';71;1;50;3;4;3;20210521;17.26;105.72;256
242;Kristof;MILAK;m;20000220;HUN;b'';72;1;50;3;4;3;20210522;17.63;107.34;257
269;Antonio;DJAKOVIC;m;20021008;SUI;b'';72;1;50;3;4;3;20210522;10.45;107.66;258
221;Thomas;DEAN;m;20000502;GBR;b'';72;1;50;3;4;3;20210522;12.45;130.03;259
270;Martin;MALYUTIN;m;19990705;RUS;b'';72;1;50;3;4;3;20210522;4.52;131.7;260
271;Duncan W;SCOTT;m;19970506;GBR;b'';72;1;50;3;4;3;20210522;14.32;129.99;261
272;Danas;RAPSYS;m;19950521;LTU;b'';72;1;50;3;4;3;20210522;14.8;130.12;262
273;Robin;HANSON;m;20010402;SWE;b'';72;1;50;3;4;3;20210522;6.74;130.76;263
274;Velimir;STJEPANOVIC;m;19930807;SRB;b'';72;1;50;3;4;3;20210522;14.15;130.65;264
251;Louis;CROENEN;m;19940103;BEL;b'';73;1;50;3;1;3;20210519;5.47;132.42;265
240;Noe;PONTI;m;20010601;SUI;b'';73;1;50;3;1;3;20210519;22.79;118.04;266
245;Federico;BURDISSO;m;20010920;ITA;b'';73;1;50;3;1;3;20210519;7.72;116.76;267
252;Tamas;KENDERESI;m;19961213;HUN;b'';73;1;50;3;1;3;20210519;15.39;116.95;268
242;Kristof;MILAK;m;20000220;HUN;b'';73;1;50;3;1;3;20210519;13.3;118.12;269
253;Antani;IVANOV;m;19990717;BUL;b'';73;1;50;3;1;3;20210519;10.34;117.25;270
254;Giacomo;CARINI;m;19970702;ITA;b'';73;1;50;3;1;3;20210519;15.88;118.18;271
255;Alexander;KUDASHEV;m;19951205;RUS;b'';73;1;50;3;1;3;20210519;16.49;118.52;272
294;Zoe;VOGELMANN;f;20030921;GER;b'';74;1;50;4;5;3;20210517;4.02;118.35;273
295;Anja;CREVAR;f;20000524;SRB;b'';74;1;50;4;5;3;20210517;0.0;285.61;274
296;Aimee;WILLMOTT;f;19930226;GBR;b'';74;1;50;4;5;3;20210517;0.0;280.84;275
290;Katinka;HOSSZU;f;19890503;HUN;b'';74;1;50;4;5;3;20210517;0.0;276.81;276
297;Viktoria;MIHALYVARI-FARKAS;f;20031126;HUN;b'';74;1;50;4;5;3;20210517;0.0;274.76;277
288;Ilaria;CUSINATO;f;19991005;ITA;b'';74;1;50;4;5;3;20210517;0.0;276.81;278
298;Catalina;CORRO LORENTE;f;19950414;ESP;b'';74;1;50;4;5;3;20210517;0.0;278.08;279
292;Sara;FRANCESCHI;f;19990201;ITA;b'';74;1;50;4;5;3;20210517;0.0;286.03;280
281;Pier Andrea;MATTEAZZI;m;19971205;ITA;b'';75;1;50;4;5;3;20210523;0.0;280.74;281
278;Alberto;RAZZETTI;m;19990602;ITA;b'';75;1;50;4;5;3;20210523;24.37;252.79;282
279;Max;LITCHFIELD;m;19950304;GBR;b'';75;1;50;4;5;3;20210523;17.95;251.17;283
1760402;David;VERRASZTO;m;19880822;HUN;b'';75;1;50;4;5;3;20210523;19.4;251.56;284
284;Joan Lluis;PONS RAMON;m;19961209;ESP;b'';75;1;50;4;5;3;20210523;21.73;254.33;286
285;Ilya;BORODIN;m;20030214;RUS;b'';75;1;50;4;5;3;20210523;17.61;256.75;287
286;Maxim;STUPIN;m;20000511;RUS;b'';75;1;50;4;5;3;20210523;20.51;250.02;288
217;David;POPOVICI;m;20040915;ROU;b'';76;2;50;2;4;2;20210708;0.0;257.06;289
217;David;POPOVICI;m;20040915;ROU;b'';78;2;50;1;4;2;20210713;10.91;22.37;291
217;David;POPOVICI;m;20040915;ROU;b'';79;2;50;1;4;3;20210714;9.84;22.75;292
217;David;POPOVICI;m;20040915;ROU;b'';80;2;50;2;4;1;20210719;11.95;22.22;293
217;David;POPOVICI;m;20040915;ROU;b'';81;2;50;3;4;2;20210710;9.37;49.5;294
217;David;POPOVICI;m;20040915;ROU;b'';82;2;50;3;4;3;20210713;7.29;48.08;295
217;David;POPOVICI;m;20040915;ROU;b'';83;2;50;3;4;1;20210718;13.16;47.3;296
217;David;POPOVICI;m;20040915;ROU;b'';84;2;50;1;4;1;20210716;9.46;110.01;297
217;David;POPOVICI;m;20040915;ROU;b'';85;2;50;8;4;1;20210707;7.56;105.26;298
217;David;POPOVICI;m;20040915;ROU;b'';86;2;50;8;4;3;20210708;12.85;105.95;299
217;David;POPOVICI;m;20040915;ROU;b'';15;1;50;2;4;2;20210518;6.69;48.32;300
217;David;POPOVICI;m;20040915;ROU;b'';12;1;50;2;4;1;20210518;7.6;47.56;301
1683523;David;AUBRY;m;19960101;FRA;MONTPELLIER METROPOLE NATATION;87;3;50;4;4;1;20210724;6.47;48.28;302
632125;Fantine;LESAFFRE;f;19941110;FRA;b'';88;3;50;4;5;1;20210724;11.59;48.3;303
1376245;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;88;3;50;4;5;1;20210724;20.17;252.15;304
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;89;3;50;2;1;1;20210724;6.99;250.09;305
472571;Beryl;GASTALDELLO;f;19950216;FRA;b'';90;3;50;8;4;1;20210724;3.8;57.08;306
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;90;3;50;8;4;1;20210724;4.66;60.75;307
600630;Margaux;FABRE;f;19920101;FRA;CANET 66 NATATION;90;3;50;8;4;1;20210724;4.06;235.01;308
622289;Anouchka;MARTIN;f;19930101;FRA;CN MARSEILLE;90;3;50;8;4;1;20210724;6.81;281.98;309
1076939;Theo;BUSSIERE;m;19950101;FRA;CN MARSEILLE;91;3;50;2;3;1;20210724;12.38;54.28;310
1376245;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;92;3;50;4;5;3;20210725;66.67;53.05;311
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;93;3;50;2;1;2;20210725;119.73;54.83;312
313;Emma;MCKEON;f;19940524;AUS;b'';93;3;50;2;1;2;20210725;174.55;54.45;313
316;Torri;HUSKE;f;20021207;USA;b'';93;3;50;2;1;2;20210725;7.35;56.16;314
236;Louise;HANSSON;f;19961124;SWE;b'';93;3;50;2;1;2;20210725;2.35;251.22;315
312;Yufei;ZHANG;f;19980419;CHN;b'';93;3;50;2;1;2;20210725;7.33;56.33;316
1579632;Sarah;SJOESTROEM;f;19930817;SWE;b'';93;3;50;2;1;2;20210725;7.33;56.51;317
319;Margaret;MACNEIL;f;20000226;CAN;b'';93;3;50;2;1;2;20210725;7.34;56.92;318
234;Anastasiya;SHKURDAI;f;20030103;BLR;b'';93;3;50;2;1;2;20210725;5.52;55.89;319
313;Emma;MCKEON;f;19940524;AUS;b'';94;3;50;8;4;3;20210725;5.53;56.4;320
335;Cate;CAMPBELL;f;19920520;AUS;b'';94;3;50;8;4;3;20210725;5.54;56.56;321
334;Kayla;SANCHEZ;f;20010407;CAN;b'';94;3;50;8;4;3;20210725;5.52;57.19;322
333;Penny;OLEKSIAK;f;20000613;CAN;b'';94;3;50;8;4;3;20210725;114.64;51.35;323
337;Erika;BROWN;f;19980827;USA;b'';94;3;50;8;4;3;20210725;165.98;52.24;324
336;Abbey;WEITZEIL;f;19961203;USA;b'';94;3;50;8;4;3;20210725;8.51;53.42;325
1727717;Pernille;BLUME;f;19940514;DEN;CN MARSEILLE;94;3;50;8;4;3;20210725;169.05;52.26;326
2291767;Femke;HEEMSKERK;f;19870921;NED;b'';94;3;50;8;4;3;20210725;8.54;54.02;327
43;Ranomi;KROMOWIDJOJO;f;19900820;NED;b'';94;3;50;8;4;3;20210725;62.56;52.68;328
48;Anna;HOPKIN;f;19960424;GBR;b'';94;3;50;8;4;3;20210725;0.0;52.87;329
215;Freya;ANDERSON;f;20010304;GBR;b'';94;3;50;8;4;3;20210725;170.2;52.05;330
216;Signe;BRO;f;19990305;DEN;b'';94;3;50;8;4;3;20210725;0.0;53.16;331
1579632;Sarah;SJOESTROEM;f;19930817;SWE;b'';94;3;50;8;4;3;20210725;0.0;52.84;332
49;Michelle;COLEMAN;f;19931031;SWE;b'';94;3;50;8;4;3;20210725;0.0;52.62;333
338;Qingfeng;WU;f;20030128;CHN;b'';94;3;50;8;4;3;20210725;0.0;53.62;334
472571;Beryl;GASTALDELLO;f;19950216;FRA;b'';95;3;50;2;2;1;20210725;0.0;52.9;335
1025151;Jonathan;ATSU;m;19960101;FRA;DAUPHINS TOULOUSE OEC;96;3;50;3;4;1;20210725;8.53;53.07;336
713589;Jordan;POTHAIN;m;19940101;FRA;OLYMPIC NICE NATATION;96;3;50;3;4;1;20210725;0.0;53.78;337
1230332;Mewen;TOMAC;m;20010101;FRA;AMIENS METROPOLE NAT.;95;3;50;2;2;1;20210725;4.69;60.69;338
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;95;3;50;2;2;1;20210725;5.62;53.13;339
70779;Clément;MIGNON;m;20130315;b'';b'';97;3;50;8;4;1;20210725;5.57;53.49;340
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;97;3;50;8;4;1;20210725;3.9;48.58;341
1020299;Charles;RIHOUX;m;19980101;FRA;OLYMPIC NICE NATATION;97;3;50;8;4;1;20210725;52.47;47.41;342
319802;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;97;3;50;8;4;1;20210725;99.91;48.27;343
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;98;3;50;2;1;3;20210726;148.19;48.09;344
1230332;Mewen;TOMAC;m;20010101;FRA;AMIENS METROPOLE NAT.;99;3;50;2;2;2;20210726;15.85;107.75;345
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;100;3;50;8;4;3;20210726;7.76;106.75;346
158014;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;100;3;50;8;4;3;20210726;4.62;56.27;347
70779;Clément;MIGNON;m;20130315;b'';b'';100;3;50;8;4;3;20210726;4.59;53.62;348
319802;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;100;3;50;8;4;3;20210726;6.37;47.52;349
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;101;3;50;3;4;1;20210726;53.91;47.62;350
1376245;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;102;3;50;3;1;1;20210726;101.53;48.01;351
1085477;Cyrielle;DUHAMEL;f;20000101;FRA;STADE BÉTHUNE PÉLICAN CLUB;103;3;50;3;5;1;20210726;149.54;47.94;352
632125;Fantine;LESAFFRE;f;19941110;FRA;b'';103;3;50;3;5;1;20210726;8.56;116.88;353
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;99;3;50;2;2;2;20210726;4.59;115.85;354
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;104;3;50;3;4;2;20210727;5.18;134.2;355
1376245;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;105;3;50;3;1;2;20210727;4.79;131.11;356
1085477;Cyrielle;DUHAMEL;f;20000101;FRA;STADE BÉTHUNE PÉLICAN CLUB;106;3;50;3;5;2;20210727;4.51;54.91;357
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;107;3;50;2;4;1;20210727;3.94;117.35;358
319802;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;107;3;50;2;4;1;20210727;10.66;115.68;359
764954;Antoine;VIQUERAT;m;19980101;FRA;DAUPHINS TOULOUSE OEC;108;3;50;3;3;1;20210727;7.92;130.84;360
713589;Jordan;POTHAIN;m;19940101;FRA;OLYMPIC NICE NATATION;109;3;50;9;4;1;20210727;2.66;48.25;361
1025151;Jonathan;ATSU;m;19960101;FRA;DAUPHINS TOULOUSE OEC;109;3;50;9;4;1;20210727;4.91;48.68;362
1155613;Enzo;TESIC;m;20000101;FRA;AMIENS METROPOLE NAT.;109;3;50;9;4;1;20210727;3.16;129.54;363
1255901;Hadrien;SALVAN;m;20130315;b'';b'';109;3;50;9;4;1;20210727;8.77;107.3;364
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;110;3;50;2;4;2;20210728;116.02;108.09;365
299;Caeleb;DRESSEL;m;19960816;USA;b'';110;3;50;2;4;2;20210728;224.18;106.84;366
217;David;POPOVICI;m;20040915;ROU;b'';110;3;50;2;4;2;20210728;331.01;106.65;367
218;Alessandro;MIRESSI;m;19981002;ITA;b'';110;3;50;2;4;2;20210728;7.69;47.82;368
35;Kliment;KOLESNIKOV;m;20000709;RUS;b'';110;3;50;2;4;2;20210728;7.7;47.23;369
340;Kyle;CHALMERS;m;19980625;AUS;b'';110;3;50;2;4;2;20210728;7.68;47.52;370
219;Nandor;NEMETH;m;19991119;HUN;b'';110;3;50;2;4;2;20210728;7.71;47.72;371
764954;Antoine;VIQUERAT;m;19980101;FRA;DAUPHINS TOULOUSE OEC;111;3;50;3;3;2;20210728;8.03;47.11;372
347;Sunwoo;HWANG;m;20030521;KOR;b'';110;3;50;2;4;2;20210728;7.98;47.8;373
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;112;3;50;2;4;1;20210728;8.01;47.81;374
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;112;3;50;2;4;1;20210728;16.24;47.56;375
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;113;3;50;3;2;1;20210728;3.21;129.97;376
1230332;Mewen;TOMAC;m;20010101;FRA;AMIENS METROPOLE NAT.;113;3;50;3;2;1;20210728;7.58;53.67;377
1376245;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;114;3;50;3;5;1;20210728;6.62;53.71;378
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;115;3;50;9;4;1;20210728;9.66;117.96;379
608455;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;115;3;50;9;4;1;20210728;9.7;119.02;380
1477472;Lucile;TESSARIOL;f;20040101;FRA;SA MÉRIGNAC;115;3;50;9;4;1;20210728;5.87;117.61;381
600630;Margaux;FABRE;f;19920101;FRA;CANET 66 NATATION;115;3;50;9;4;1;20210728;123.48;118.59;382
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;116;3;50;2;4;2;20210729;242.2;119.39;383
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;116;3;50;2;4;2;20210729;361.46;119.46;384
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;117;3;50;3;2;2;20210729;4.93;118.3;385
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;118;3;50;2;4;3;20210729;7.17;53.12;386
720557;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;119;3;50;9;4;3;20210729;6.35;54.1;387
608455;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;119;3;50;9;4;3;20210729;8.95;47.72;388
1477472;Lucile;TESSARIOL;f;20040101;FRA;SA MÉRIGNAC;119;3;50;9;4;3;20210729;11.66;116.83;389
600630;Margaux;FABRE;f;19920101;FRA;CANET 66 NATATION;119;3;50;9;4;3;20210729;8.65;118.08;390
319802;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;120;3;50;2;1;1;20210729;126.77;118.82;391
319802;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;121;3;50;2;1;2;20210730;245.6;120.86;392
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;122;3;50;1;4;1;20210730;366.43;120.39;393
158014;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;122;3;50;1;4;1;20210730;6.1;51.53;394
629072;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;122;3;50;1;4;1;20210730;3.5;51.32;395
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;122;3;50;1;4;1;20210730;6.68;21.97;396
1727717;Pernille;BLUME;f;19940514;DEN;CN MARSEILLE;122;3;50;1;4;1;20210730;7.22;21.65;397
299;Caeleb;DRESSEL;m;19960816;USA;b'';122;3;50;1;4;1;20210730;5.96;24.82;398
232;Kristian;GKOLOMEEV;m;19930704;GRE;b'';122;3;50;1;4;1;20210730;5.96;24.12;399
301;Bruno;FRATUS;m;19890630;BRA;b'';122;3;50;1;4;1;20210730;4.14;24.69;400
348;Vladyslav;BUKHOV;m;20020705;UKR;b'';122;3;50;1;4;1;20210730;7.22;21.32;401
348;Vladyslav;BUKHOV;m;20020705;UKR;b'';122;3;50;1;4;1;20210730;6.82;21.66;402
233;Thom;DE BOER;m;19911224;NED;b'';122;3;50;1;4;1;20210730;6.67;21.67;403
35;Kliment;KOLESNIKOV;m;20000709;RUS;b'';122;3;50;1;4;1;20210730;4.6;21.73;405
302;Michael;ANDREW;m;19990418;USA;b'';122;3;50;1;4;1;20210730;6.67;21.75;406
300;Vladimir;MOROZOV;m;19920616;RUS;b'';122;3;50;1;4;1;20210730;7.22;21.86;407
1172496;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;123;3;50;8;5;1;20210730;6.79;21.88;408
764954;Antoine;VIQUERAT;m;19980101;FRA;DAUPHINS TOULOUSE OEC;123;3;50;8;5;1;20210730;6.69;21.89;409
1376245;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;123;3;50;8;5;1;20210730;6.79;21.92;410
319802;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;123;3;50;8;5;1;20210730;14.21;52.77;411
158014;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;124;3;50;1;4;2;20210731;66.99;59.94;412
842444;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;124;3;50;1;4;2;20210731;126.94;52.05;413
299;Caeleb;DRESSEL;m;19960816;USA;b'';124;3;50;1;4;2;20210731;178.98;48.65;414
232;Kristian;GKOLOMEEV;m;19930704;GRE;b'';124;3;50;1;4;2;20210731;5.31;21.53;415
302;Michael;ANDREW;m;19990418;USA;b'';124;3;50;1;4;2;20210731;9.95;21.87;416
301;Bruno;FRATUS;m;19890630;BRA;b'';124;3;50;1;4;2;20210731;9.94;21.42;417
233;Thom;DE BOER;m;19911224;NED;b'';124;3;50;1;4;2;20210731;9.94;21.6;418
961314;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;124;3;50;1;4;2;20210731;9.93;21.67;419
629072;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;124;3;50;1;4;2;20210731;5.76;24.76;420
1727717;Pernille;BLUME;f;19940514;DEN;CN MARSEILLE;124;3;50;1;4;2;20210731;6.76;24.63;421
229;Lorenzo;ZAZZERI;m;19940809;ITA;b'';124;3;50;1;4;2;20210731;5.76;24.08;422
2672695;Benjamin;PROUD;m;19940921;GBR;b'';124;3;50;1;4;2;20210731;5.28;21.6;423
158014;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;125;3;50;1;4;3;20210801;5.3;21.78;424
313;Emma;MCKEON;f;19940524;AUS;b'';125;3;50;1;4;3;20210801;45.08;21.75;425
1579632;Sarah;SJOESTROEM;f;19930817;SWE;b'';125;3;50;1;4;3;20210801;45.11;21.67;426
1727717;Pernille;BLUME;f;19940514;DEN;CN MARSEILLE;125;3;50;1;4;3;20210801;4.18;21.55;427
43;Ranomi;KROMOWIDJOJO;f;19900820;NED;b'';125;3;50;1;4;3;20210801;4.3;24.3;428
45;Katarzyna;WASICK;f;19920322;POL;b'';125;3;50;1;4;3;20210801;4.3;24.32;429
338;Qingfeng;WU;f;20030128;CHN;b'';125;3;50;1;4;3;20210801;4.31;24.07;430
335;Cate;CAMPBELL;f;19920520;AUS;b'';125;3;50;1;4;3;20210801;4.31;23.81;431
336;Abbey;WEITZEIL;f;19961203;USA;b'';125;3;50;1;4;3;20210801;4.32;24.21;432
299;Caeleb;DRESSEL;m;19960816;USA;b'';125;3;50;1;4;3;20210801;4.32;24.41;433
301;Bruno;FRATUS;m;19890630;BRA;b'';125;3;50;1;4;3;20210801;4.29;24.36;434
302;Michael;ANDREW;m;19990418;USA;b'';125;3;50;1;4;3;20210801;4.31;24.32;435
2672695;Benjamin;PROUD;m;19940921;GBR;b'';125;3;50;1;4;3;20210801;4.14;21.78;436
232;Kristian;GKOLOMEEV;m;19930704;GRE;b'';125;3;50;1;4;3;20210801;4.16;21.72;437
229;Lorenzo;ZAZZERI;m;19940809;ITA;b'';125;3;50;1;4;3;20210801;4.15;21.57;438
233;Thom;DE BOER;m;19911224;NED;b'';125;3;50;1;4;3;20210801;4.16;21.07;439
415;Lydia;JACOBY;f;20040228;USA;b'';127;3;50;2;3;3;20210727;4.16;21.72;440
472;Tatjana;SCHOENMAKER;f;19970709;RSA;b'';127;3;50;2;3;3;20210727;4.18;21.6;441
421;Lilly;KING;f;19970210;USA;b'';127;3;50;2;3;3;20210727;4.16;21.79;442
367;Evgeniia;CHIKUNOVA;f;20041117;RUS;b'';127;3;50;2;3;3;20210727;6.18;66.19;443
189;Yuliya;EFIMOVA;f;19920403;RUS;b'';127;3;50;2;3;3;20210727;6.19;66.02;444
191;Sophie;HANSSON;f;19980802;SWE;b'';127;3;50;2;3;3;20210727;6.18;64.95;445
364;Martina;CARRARO;f;19930621;ITA;b'';127;3;50;2;3;3;20210727;6.2;65.22;446
442;Mona;MC SHARRY;f;20000821;IRL;b'';127;3;50;2;3;3;20210727;6.16;65.54;447
196;Adam;PEATY;m;19941228;GBR;b'';128;3;50;2;3;3;20210726;6.18;66.07;448
199;Arno;KAMMINGA;m;19951022;NED;b'';128;3;50;2;3;3;20210726;6.22;65.9;449
195;Nicolo;MARTINENGHI;m;19990801;ITA;b'';128;3;50;2;3;3;20210726;6.18;66.94;450
302;Michael;ANDREW;m;19990418;USA;b'';128;3;50;2;3;3;20210726;6.13;59.36;451
249;James;WILBY;m;19931112;GBR;b'';128;3;50;2;3;3;20210726;6.1;58.84;452
1347062;Andrew;WILSON;m;19930916;USA;b'';128;3;50;2;3;3;20210726;6.12;58.33;453
197;Ilya;SHYMANOVICH;m;19940802;BLR;b'';128;3;50;2;3;3;20210726;6.09;57.37;454
502;Zibei;YAN;m;19951012;CHN;b'';128;3;50;2;3;3;20210726;6.11;58.0;455
444;Kaylee;MCKEOWN;f;20010712;AUS;b'';129;3;50;2;2;3;20210727;6.11;58.99;456
479;Regan;SMITH;f;20020209;USA;b'';129;3;50;2;2;3;20210727;6.13;58.99;458
496;Rhyan Elisabeth;WHITE;f;20000125;USA;b'';129;3;50;2;2;3;20210727;5.93;59.11;459
474;Emily;SEEBOHM;f;19920605;AUS;b'';129;3;50;2;2;3;20210727;5.91;58.7;460
225;Kathleen;DAWSON;f;19971003;GBR;b'';129;3;50;2;2;3;20210727;5.91;57.47;461
226;Kira;TOUSSAINT;f;19940522;NED;b'';129;3;50;2;2;3;20210727;5.92;58.05;462
289;Anastasia;GORBENKO;f;20030807;ISR;b'';129;3;50;2;2;3;20210727;5.93;57.72;463
246;Evgeny;RYLOV;m;19960923;RUS;b'';129;3;50;2;2;3;20210727;5.92;58.43;464
35;Kliment;KOLESNIKOV;m;20000709;RUS;b'';129;3;50;2;2;3;20210727;5.93;58.45;465
454;Ryan;MURPHY;m;19950702;USA;b'';129;3;50;2;2;3;20210727;5.94;59.53;466
208;Thomas;CECCON;m;20010127;ITA;b'';129;3;50;2;2;3;20210727;11.59;52.78;467
501;Jiayu;XU;m;19950819;CHN;b'';129;3;50;2;2;3;20210727;11.63;51.98;468
37;Hugo;GONZALEZ DE OLIVEIRA;m;19990219;ESP;b'';129;3;50;2;2;3;20210727;11.62;52.79;469
426;Mitch;LARKIN;m;20000709;AUS;b'';129;3;50;2;2;3;20210727;11.63;52.19;470
36;Robert-Andrei;GLINTA;m;19970418;ROU;b'';129;3;50;2;2;3;20210727;11.61;52.0;471
313;Emma;MCKEON;f;19940524;AUS;b'';130;3;50;2;4;3;20210730;11.62;52.3;472
403;Siobhan Bernadette;HAUGHEY;f;19971231;HKG;b'';130;3;50;2;4;3;20210730;11.63;52.51;473
335;Cate;CAMPBELL;f;19920520;AUS;b'';130;3;50;2;4;3;20210730;11.62;52.95;474
333;Penny;OLEKSIAK;f;20000613;CAN;b'';130;3;50;2;4;3;20210730;6.97;53.23;475
1579632;Sarah;SJOESTROEM;f;19930817;SWE;b'';130;3;50;2;4;3;20210730;6.98;52.59;476
2291767;Femke;HEEMSKERK;f;19870921;NED;b'';130;3;50;2;4;3;20210730;7.0;52.52;477
48;Anna;HOPKIN;f;19960424;GBR;b'';130;3;50;2;4;3;20210730;7.08;51.96;478
336;Abbey;WEITZEIL;f;19961203;USA;b'';130;3;50;2;4;3;20210730;6.99;52.27;479
299;Caeleb;DRESSEL;m;19960816;USA;b'';118;3;50;2;4;3;20210729;7.0;52.68;480
340;Kyle;CHALMERS;m;19980625;AUS;b'';118;3;50;2;4;3;20210729;7.01;52.79;481
35;Kliment;KOLESNIKOV;m;20000709;RUS;b'';118;3;50;2;4;3;20210729;6.99;52.83;482
347;Sunwoo;HWANG;m;20030521;KOR;b'';118;3;50;2;4;3;20210729;8.94;48.1;483
218;Alessandro;MIRESSI;m;19981002;ITA;b'';118;3;50;2;4;3;20210729;8.95;48.04;484
