analyses.id;nageurs.id;prenom;nageurs.nom;sexe;anneeDeNaissance;nationalite;club;dateCourse;competitions.nom;distances.libelle;styles.libelle;rounds.libelle;tpsDebutCourse;tpsFinal;tpsReaction;tpsDecollagePieds;tpsVol;couloir
144;198;Anna;NTOUNTOUNAKI;f;19950101;GRE;GRÈCE;20210204;GFT 2021 NICE;100;Papillon;Finale;2,53;57,86;0,6;0,6;0,88;5
145;130;Katinka;HOSSZU;f;19890101;HUN;HONGRIE;20210204;GFT 2021 NICE;100;Papillon;Finale;2,59;61,44;0,6;0,6;0,92;6
146;40;Marie;BROCKHAUS;f;19980101;GER;SV NIKAR HEIDELBERG;20210204;GFT 2021 NICE;100;Papillon;Finale;2,54;61,5;0,6;0,6;0,86;7
147;243;Elise;TANIS;f;20020101;NED;PAYS-BAS;20210204;GFT 2021 NICE;100;Papillon;Finale;2,61;62,32;0,6;0,6;0,83;8
29;64;Camille;DAUBA;f;19970101;FRA;CN SARREGUEMINES;20210205;GFT 2021 NICE;200;4 Nages;Finale;9,15;134,4;0,6;0,6;0,87;3
376;189;Roman;MITYUKOV;m;20000101;SUI;GENÈVE NATATION 1885;20210205;GFT 2021 NICE;200;4 Nages;Finale;2,57;120,34;0,6;0,6;0,96;5
377;242;Jaouad;SYOUD;m;19990101;ALG;OLYMPIC NICE NATATION;20210205;GFT 2021 NICE;200;4 Nages;Finale;2,63;122,82;0,6;0,6;0,93;6
378;204;Apostolos;PAPASTAMOS;m;20010101;GRE;GRÈCE;20210205;GFT 2021 NICE;200;4 Nages;Finale;2,69;121,49;0,6;0,6;0,85;7
379;246;Enzo;TESIC;m;20000101;FRA;AMIENS METROPOLE NAT.;20210205;GFT 2021 NICE;200;4 Nages;Finale;2,71;123,23;0,6;0,6;0,94;8
308;125;Kim-Emely;HERKLE;f;20030101;GER;SV NIKAR HEIDELBERG;20210205;GFT 2021 NICE;200;4 Nages;Finale;9,17;136,19;0,6;0,6;0,85;1
309;252;Maria;UGOLKOVA;f;19890101;SUI;SCHWIMMCLUB USTER WALLISELLEN;20210205;GFT 2021 NICE;200;4 Nages;Finale;9,11;134,75;0,6;0,6;0,92;2
310;130;Katinka;HOSSZU;f;19890101;HUN;HONGRIE;20210205;GFT 2021 NICE;200;4 Nages;Finale;9,14;133,83;0,6;0,6;0,93;4
82;92;Meghan;FROUIN;f;20010101;FRA;HAUTS-DE-SEINE;20210205;GFT 2021 NICE;50;Brasse;Finale;8,71;32,39;0,6;0,6;0,94;1
83;68;Justine;DELMAS;f;20050101;FRA;CNO ST-GERMAIN-EN-LAYE;20210205;GFT 2021 NICE;50;Brasse;Finale;8,8;32,09;0,6;0,6;0,78;6
85;66;Fanny;DEBERGHES;f;19940101;FRA;AAS SARCELLES NATATION 95;20210205;GFT 2021 NICE;50;Brasse;Finale;8,79;31,94;0,6;0,6;0,94;8
43;44;Theo;BUSSIERE;m;19950101;FRA;CN MARSEILLE;20210205;GFT 2021 NICE;50;Brasse;Finale;10,11;28,36;0,6;0,6;0,94;4
79;254;Julien;VALOUR;m;20010101;FRA;CN MARSEILLE;20210205;GFT 2021 NICE;50;Brasse;Finale;10,11;28,62;0,6;0,6;0,92;6
45;263;Antoine;VIQUERAT;m;19980101;FRA;DAUPHINS TOULOUSE OEC;20210205;GFT 2021 NICE;50;Brasse;Finale;10,08;28,77;0,6;0,6;0,95;5
44;2;Carl;AITKACI;m;20010101;FRA;HAUTS-DE-SEINE;20210205;GFT 2021 NICE;50;Brasse;Finale;10,12;28,49;0,6;0,6;1;3
80;231;Marcus;SAINTON;m;20020101;FRA;AS MONACO NATATION;20210205;GFT 2021 NICE;50;Brasse;Finale;10,06;29,08;0,6;0,6;0,97;7
81;167;Melvin;MAILLOT;m;19920101;FRA;HAUTS-DE-SEINE;20210205;GFT 2021 NICE;50;Brasse;Finale;10,08;28,91;0,6;0,6;1;8
84;79;Cyrielle;DUHAMEL;f;20000101;FRA;STADE BÉTHUNE PÉLICAN CLUB;20210205;GFT 2021 NICE;50;Brasse;Finale;8,74;32,28;0,6;0,6;0,83;7
86;268;Bram;ZWETSLOOT;m;20020101;NED;PAYS-BAS;20210205;GFT 2021 NICE;50;Brasse;Finale;10,06;28,75;0,6;0,6;0,97;1
87;78;Louis;DROUPY;m;20010101;SUI;MORGES NATATION;20210205;GFT 2021 NICE;50;Brasse;Finale;10,08;28,93;0,6;0,6;0,99;2
88;97;Florine;GASPARD;f;20010101;BEL;FEDERATION FRANCOPHONE BELGE DE NATATION;20210205;GFT 2021 NICE;50;Brasse;Finale;8,78;31,29;0,6;0,6;0,8;2
89;240;Jessica;STEIGER;f;19920101;GER;VFL GLADBECK;20210205;GFT 2021 NICE;50;Brasse;Finale;8,77;32,01;0,6;0,6;0,82;3
90;185;Rosey;METZ;f;20010101;NED;WVZ ZOETERMEER;20210205;GFT 2021 NICE;50;Brasse;Finale;8,76;31,4;0,6;0,6;0,91;4
91;171;Lisa;MAMIE';f;19980101;SUI;RARI NANTES TORINO;20210205;GFT 2021 NICE;50;Brasse;Finale;8,77;31,89;0,6;0,6;0,88;5
26;124;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;20210205;GFT 2021 NICE;50;Nage Libre;Finale;12,32;24,9;0,6;0,6;0,96;4
27;30;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;20210205;GFT 2021 NICE;50;Nage Libre;Finale;12,43;25,18;0,6;0,6;0,85;5
28;177;Anouchka;MARTIN;f;19930101;FRA;CN MARSEILLE;20210205;GFT 2021 NICE;50;Nage Libre;Finale;12,44;25,59;0,6;0,6;0,91;6
24;197;Lison;NOWACZYK;f;20030101;FRA;STADE BÉTHUNE PÉLICAN CLUB;20210205;GFT 2021 NICE;50;Nage Libre;Finale;12,41;25,73;0,6;0,6;0,84;3
120;256;Tamara;VAN VLIET;f;19940101;NED;DE DOLFIJN;20210205;GFT 2021 NICE;50;Nage Libre;Finale;12,38;25,57;0,6;0,6;0,89;1
121;255;Valerie;VAN ROON;f;19980101;NED;DE DOLFIJN;20210205;GFT 2021 NICE;50;Nage Libre;Finale;12,48;25,65;0,6;0,6;0,91;2
122;77;Theodora;DRAKOU;f;19920101;GRE;GRÈCE;20210205;GFT 2021 NICE;50;Nage Libre;Finale;12,33;25,77;0,6;0,6;0,96;7
123;69;Marjolein;DELNO;f;19940101;NED;PAYS-BAS;20210205;GFT 2021 NICE;50;Nage Libre;Finale;12,47;26,21;0,6;0,6;0,88;8
32;59;Sergueï;COMTE;m;20000101;FRA;RC BRON DÉCINES NATATION;20210205;GFT 2021 NICE;50;Papillon;Finale;10,94;24,17;0,6;0,6;0,99;6
30;113;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;20210205;GFT 2021 NICE;50;Papillon;Finale;10,95;23,38;0,6;0,6;0,94;4
33;215;Thomas;PIRON;m;20000101;FRA;LYON NATATION METROPOLE;20210205;GFT 2021 NICE;50;Papillon;Finale;11;24,75;0,6;0,6;0,92;7
34;109;Meven;GRANDJEAN;m;20000101;FRA;OLYMPIC NICE NATATION;20210205;GFT 2021 NICE;50;Papillon;Finale;10,98;24,39;0,6;0,6;0,89;8
31;21;Julien;BEROL;m;20010101;FRA;CN MARSEILLE;20210205;GFT 2021 NICE;50;Papillon;Finale;10,91;24,22;0,6;0,6;0,97;2
124;65;Thom;DE BOER;m;19910101;NED;DE DOLFIJN;20210205;GFT 2021 NICE;50;Papillon;Finale;10,97;24,22;0,6;0,6;0,97;1
125;49;Dylan;CARTER;m;19960101;TTO;TRINITÉ-ET-TOBAGO;20210205;GFT 2021 NICE;50;Papillon;Finale;10,95;24,07;0,6;0,6;1,01;3
126;260;Thomas;VERHOEVEN;m;19970101;NED;FEIJENOORD ALBION;20210205;GFT 2021 NICE;50;Papillon;Finale;11,05;24,36;0,6;0,6;0,97;5
160;190;Mary-Ambre;MOLUH;f;20050101;FRA;U.S CRETEIL NATATION;20210204;GFT 2021 NICE;100;Dos;Finale;1,54;62;0,5;0,5;0,58;5
161;195;Marine;NECTOUX;f;20040101;FRA;SAINT-RAPHAEL NATATION;20210204;GFT 2021 NICE;100;Dos;Finale;1,6;64,07;0,5;0,5;0,51;6
162;212;Analia;PIGREE;f;20010101;FRA;CANET 66 NATATION;20210204;GFT 2021 NICE;100;Dos;Finale;1,49;62,96;0,5;0,5;0,68;7
152;249;Mewen;TOMAC;m;20010101;FRA;AMIENS METROPOLE NAT.;20210204;GFT 2021 NICE;100;Dos;Finale;2,49;53,97;0,5;0,5;0,62;5
154;134;Stanislas;HUILLE;m;19990101;FRA;SN VERSAILLES;20210204;GFT 2021 NICE;100;Dos;Finale;2,53;54,97;0,5;0,5;0,65;7
153;189;Roman;MITYUKOV;m;20000101;SUI;GENÈVE NATATION 1885;20210204;GFT 2021 NICE;100;Dos;Finale;2,44;54,22;0,5;0,5;0,59;6
155;169;Evangelos;MAKRYGIANNIS;m;20000101;GRE;GRÈCE;20210204;GFT 2021 NICE;100;Dos;Finale;2,49;55,97;0,5;0,5;0,6;8
163;243;Elise;TANIS;f;20020101;NED;PAYS-BAS;20210204;GFT 2021 NICE;100;Dos;Finale;1,49;64,28;0,5;0,5;0,59;8
102;159;Fantine;LESAFFRE;f;19940101;FRA;CN ANTIBES;20210204;GFT 2021 NICE;200;4 Nages;Finale;5,38;134,61;0,6;0,6;0,9;5
256;79;Cyrielle;DUHAMEL;f;20000101;FRA;STADE BÉTHUNE PÉLICAN CLUB;20210204;GFT 2021 NICE;200;4 Nages;Finale;5,31;137,26;0,6;0,6;0,86;6
311;264;Zoe;VOGELMANN;f;20030101;GER;SV NIKAR HEIDELBERG;20210204;GFT 2021 NICE;200;4 Nages;Finale;5,36;135,82;0,6;0,6;0,83;7
312;69;Marjolein;DELNO;f;19940101;NED;PAYS-BAS;20210204;GFT 2021 NICE;200;4 Nages;Finale;5,37;139,45;0,6;0,6;0,9;8
257;248;Camille;TISSANDIE;f;20040101;FRA;CASTRES SPORTS NAUTIQUES;20210204;GFT 2021 NICE;200;4 Nages;Finale;14,83;139,42;0,6;0,6;0,91;5
391;224;Geoffrey;RENARD;m;19970101;FRA;DAUPHINS TOULOUSE OEC;20210204;GFT 2021 NICE;400;4 Nages;Finale;1,57;268,13;0,6;0,6;0,94;7
389;20;Peter;BERNEK;m;19920101;HUN;HONGRIE;20210204;GFT 2021 NICE;400;4 Nages;Finale;1,66;259,33;0,6;0,6;0,95;5
390;204;Apostolos;PAPASTAMOS;m;20010101;GRE;GRÈCE;20210204;GFT 2021 NICE;400;4 Nages;Finale;1,61;255,81;0,6;0,6;0,86;6
392;242;Jaouad;SYOUD;m;19990101;ALG;OLYMPIC NICE NATATION;20210204;GFT 2021 NICE;400;4 Nages;Finale;1,53;266,04;0,6;0,6;0,96;8
58;199;Marc-Antoine;OLIVIER;m;19960101;FRA;DUNKERQUE NATATION;20210204;GFT 2021 NICE;400;Nage Libre;Finale;1,91;231,05;0,6;0,6;0,88;7
59;32;Joris;BOUCHAUT;m;19950101;FRA;DAUPHINS TOULOUSE OEC;20210204;GFT 2021 NICE;400;Nage Libre;Finale;1,83;231,84;0,6;0,6;1;8
384;188;Kristof;MILAK;m;20000101;HUN;HONGRIE;20210204;GFT 2021 NICE;400;Nage Libre;Finale;1,86;230,71;0,6;0,6;0,93;5
385;75;Antonio;DJAKOVIC;m;20020101;SUI;SCHWIMMCLUB USTER WALLISELLEN;20210204;GFT 2021 NICE;400;Nage Libre;Finale;1,87;233,73;0,6;0,6;0,96;6
37;113;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;20210205;GFT 2021 NICE;100;Nage Libre;Series;7,55;49,31;0,6;0,6;0,96;5
38;21;Julien;BEROL;m;20010101;FRA;CN MARSEILLE;20210205;GFT 2021 NICE;100;Nage Libre;Series;7,54;50,45;0,6;0,6;0,97;6
36;172;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;20210205;GFT 2021 NICE;100;Nage Libre;Series;6,81;49,67;0,6;0,6;1;5
268;30;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;20210206;GFT 2021 NICE;200;Nage Libre;Series;7,07;119,81;0,6;0,6;0,84;4
265;48;Oceane;CARNEZ;f;20020101;FRA;STADE BÉTHUNE PÉLICAN CLUB;20210206;GFT 2021 NICE;200;Nage Libre;Series;9,71;122,84;0,6;0,6;0,82;2
266;250;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;20210206;GFT 2021 NICE;200;Nage Libre;Series;9,74;122,01;0,6;0,6;0,91;3
298;236;Hadrien;SALVAN;m;19970101;FRA;HAUTS-DE-SEINE;20210206;GFT 2021 NICE;200;Nage Libre;Series;3,82;109,7;0,6;0,6;0,85;5
35;124;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;20210206;GFT 2021 NICE;50;Papillon;Series;10,76;26;0,6;0,6;0,97;0
225;29;Emilie;BOISRENOULT;f;20020101;FRA;U.S CRETEIL NATATION;20210206;GFT 2021 NICE;50;Papillon;Series;9,45;27,57;0,6;0,6;0,94;6
226;212;Analia;PIGREE;f;20010101;FRA;CANET 66 NATATION;20210206;GFT 2021 NICE;50;Papillon;Series;4,96;27,64;0,6;0,6;0,91;3
227;271;Lucie;DELMAS;f;20050101;FRA;CNO ST-GERMAIN-EN-LAYE;20210206;GFT 2021 NICE;50;Papillon;Series;5,09;27,42;0,6;0,6;0,9;5
224;37;Lena;BOUSQUIN;f;19950101;FRA;CN MARSEILLE;20210206;GFT 2021 NICE;50;Papillon;Series;5,71;27,15;0,6;0,6;0,88;2
228;194;Maty;NDOYE BROUARD;f;20040101;FRA;DAUPHINS D'ANNECY;20210206;GFT 2021 NICE;50;Papillon;Series;10,88;27,37;0,6;0,6;0,87;7
39;170;Grégory;MALLET;m;19840101;FRA;HAUTS-DE-SEINE;20210206;GFT 2021 NICE;100;Nage Libre;Series;6,48;50,44;0,6;0,6;0,85;2
41;166;Pauline;MAHIEU;f;19990101;FRA;CANET 66 NATATION;20210205;GFT 2021 NICE;200;Dos;Finale;4,59;135,14;0,5;0,5;0,6;6
40;36;Claire;BOURSE;f;19980101;FRA;CN BREST;20210205;GFT 2021 NICE;200;Dos;Finale;4,57;135,86;0,5;0,5;0,72;5
334;158;Louise;LEFEBVRE;f;20030101;FRA;OLYMPIC NICE NATATION;20210205;GFT 2021 NICE;200;Dos;Finale;4,59;141,84;0,5;0,5;0,59;8
333;10;Ekaterina;AVRAMOVA;f;19910101;TUR;TURQUIE;20210205;GFT 2021 NICE;200;Dos;Finale;4,59;137,15;0,5;0,5;0,63;7
42;88;Anna;FAVE;f;20000101;FRA;CN BREST;20210207;GFT 2021 NICE;200;Papillon;Series;13,17;140,01;0,6;0,6;0,87;1
300;271;Lucie;DELMAS;f;20050101;FRA;CNO ST-GERMAIN-EN-LAYE;20210207;GFT 2021 NICE;200;Papillon;Series;12,65;135,38;0,6;0,6;0,89;2
301;225;Lilou;RESSENCOURT;f;20030101;FRA;OLYMPIC NICE NATATION;20210207;GFT 2021 NICE;200;Papillon;Series;12,57;133,19;0,6;0,6;0,94;5
302;64;Camille;DAUBA;f;19970101;FRA;CN SARREGUEMINES;20210207;GFT 2021 NICE;200;Papillon;Series;12,6;136,41;0,6;0,6;0,87;7
46;88;Anna;FAVE;f;20000101;FRA;CN BREST;20210207;GFT 2021 NICE;200;Papillon;Finale;11,71;138,09;0,6;0,6;0,86;3
342;64;Camille;DAUBA;f;19970101;FRA;CN SARREGUEMINES;20210207;GFT 2021 NICE;200;Papillon;Finale;19,51;135,34;0,6;0,6;0,86;1
343;40;Marie;BROCKHAUS;f;19980101;GER;SV NIKAR HEIDELBERG;20210207;GFT 2021 NICE;200;Papillon;Finale;19,47;135,04;0,6;0,6;0,86;2
344;130;Katinka;HOSSZU;f;19890101;HUN;HONGRIE;20210207;GFT 2021 NICE;200;Papillon;Finale;19,5;136,15;0,6;0,6;0,93;3
345;225;Lilou;RESSENCOURT;f;20030101;FRA;OLYMPIC NICE NATATION;20210207;GFT 2021 NICE;200;Papillon;Finale;19,46;134,3;0,6;0,6;0,97;4
346;191;Ana-Catarina;MONTEIRO;f;19930101;POR;PORTUGAL;20210206;GFT 2021 NICE;200;Papillon;Finale;4,72;132,04;0,6;0,6;0,95;5
347;271;Lucie;DELMAS;f;20050101;FRA;CNO ST-GERMAIN-EN-LAYE;20210206;GFT 2021 NICE;200;Papillon;Finale;4,8;133,63;0,6;0,6;0,89;6
348;210;Aurora;PETRONIO;f;19980101;ITA;RARI NANTES TORINO;20210206;GFT 2021 NICE;200;Papillon;Finale;4,7;133,7;0,6;0,6;0,87;7
349;198;Anna;NTOUNTOUNAKI;f;19950101;GRE;GRÈCE;20210206;GFT 2021 NICE;200;Papillon;Finale;4,68;133,25;0,6;0,6;0,87;8
321;222;Tom;RAPEAU;m;20010101;FRA;CN ANTIBES;20210206;GFT 2021 NICE;200;Papillon;Finale;8,51;124,02;0,6;0,6;0,92;1
322;176;Matthias;MARSAU;m;19970101;FRA;DAUPHINS TOULOUSE OEC;20210206;GFT 2021 NICE;200;Papillon;Finale;8,48;122,05;0,6;0,6;0,91;2
323;22;Bence;BICZO;m;19930101;HUN;HONGRIE;20210206;GFT 2021 NICE;200;Papillon;Finale;8,45;120,44;0,6;0,6;0,95;3
324;188;Kristof;MILAK;m;20000101;HUN;HONGRIE;20210206;GFT 2021 NICE;200;Papillon;Finale;8,47;116,8;0,6;0,6;0,88;4
260;90;Logan;FONTAINE;m;19990101;FRA;C VIKINGS DE ROUEN;20210206;GFT 2021 NICE;200;Papillon;Series;11,47;124,2;0,6;0,6;0,96;2
261;176;Matthias;MARSAU;m;19970101;FRA;DAUPHINS TOULOUSE OEC;20210206;GFT 2021 NICE;200;Papillon;Series;7,63;123,62;0,6;0,6;0,92;3
325;178;Richard;MARTON;m;19990101;HUN;HONGRIE;20210205;GFT 2021 NICE;200;Papillon;Finale;2,29;118,29;0,6;0,6;0,96;5
326;42;Luca;BRUNO;m;20020101;ITA;VO2 NUOTO TORINO;20210205;GFT 2021 NICE;200;Papillon;Finale;2,41;121,53;0,6;0,6;0,9;6
327;90;Logan;FONTAINE;m;19990101;FRA;C VIKINGS DE ROUEN;20210205;GFT 2021 NICE;200;Papillon;Finale;2,44;124,22;0,6;0,6;0,95;7
328;20;Peter;BERNEK;m;19920101;HUN;HONGRIE;20210205;GFT 2021 NICE;200;Papillon;Finale;2,39;122,49;0,6;0,6;0,99;8
262;222;Tom;RAPEAU;m;20010101;FRA;CN ANTIBES;20210205;GFT 2021 NICE;200;Papillon;Series;0,82;124,22;0,6;0,6;0,95;7
393;203;Krystyna;PANCHISHKO;f;19980101;UKR;UKRAINE;20210205;GFT 2021 NICE;400;4 Nages;Finale;5,76;298,77;0,6;0,6;0,9;6
395;3;Lilou;AMBRASS;f;20020101;FRA;ES MASSY NATATION;20210205;GFT 2021 NICE;400;4 Nages;Finale;5,78;305,24;0,6;0,6;0,93;8
386;102;Daniil;GIOURTZIDIS;m;20020101;GRE;GRÈCE;20210205;GFT 2021 NICE;400;4 Nages;Finale;12,83;264,6;0,6;0,6;0,82;2
387;141;Arjan;KNIPPING;m;19940101;NED;PAYS-BAS;20210205;GFT 2021 NICE;400;4 Nages;Finale;12,75;260,13;0,6;0,6;0,82;3
388;72;Jeremy;DESPLANCHES;m;19940101;SUI;OLYMPIC NICE NATATION;20210205;GFT 2021 NICE;400;4 Nages;Finale;12,71;255,26;0,6;0,6;0,98;4
394;15;Lou-Anne;BARNIET;f;20020101;FRA;SAINT-RAPHAEL NATATION;20210205;GFT 2021 NICE;400;4 Nages;Finale;5,81;300,02;0,6;0,6;0,82;7
370;191;Ana-Catarina;MONTEIRO;f;19930101;POR;PORTUGAL;20210206;GFT 2021 NICE;400;4 Nages;Finale;9,46;293,84;0,6;0,6;0,96;2
259;248;Camille;TISSANDIE;f;20040101;FRA;CASTRES SPORTS NAUTIQUES;20210206;GFT 2021 NICE;400;4 Nages;Finale;9,49;291,75;0,6;0,6;0,9;3
371;130;Katinka;HOSSZU;f;19890101;HUN;HONGRIE;20210206;GFT 2021 NICE;400;4 Nages;Finale;9,49;282,96;0,6;0,6;0,96;4
103;159;Fantine;LESAFFRE;f;19940101;FRA;CN ANTIBES;20210206;GFT 2021 NICE;400;4 Nages;Series;8,41;293,72;0,6;0,6;0,92;4
366;3;Lilou;AMBRASS;f;20020101;FRA;ES MASSY NATATION;20210206;GFT 2021 NICE;400;4 Nages;Series;8,43;308,11;0,6;0,6;0,92;2
367;88;Anna;FAVE;f;20000101;FRA;CN BREST;20210206;GFT 2021 NICE;400;4 Nages;Series;8,45;305,06;0,6;0,6;0,88;3
48;15;Lou-Anne;BARNIET;f;20020101;FRA;SAINT-RAPHAEL NATATION;20210207;GFT 2021 NICE;400;Nage Libre;Finale;8,93;262,96;0,6;0,6;0,8;1
