analyses.id;nageurs.id;prenom;nageurs.nom;sexe;anneeDeNaissance;nationalite;club;courses.id;dateCourse;competitions.nom;longueurBassin;distances.libelle;styles.libelle;rounds.libelle;tpsDebutCourse;tpsFinal;tpsReaction;tpsDecollagePieds;tpsVol;couloir
372;35;Kliment;KOLESNIKOV;m;20000709;RUS;;110;20210728;JO 2021 TOKYO;50;100;Nage Libre;Demi-finale;8,03;47,11;0,64;0,64;0,98;3
373;340;Kyle;CHALMERS;m;19980625;AUS;;110;20210728;JO 2021 TOKYO;50;100;Nage Libre;Demi-finale;7,98;47,8;0,65;0,65;0,97;5
374;219;Nandor;NEMETH;m;19991119;HUN;;110;20210728;JO 2021 TOKYO;50;100;Nage Libre;Demi-finale;8,01;47,81;0,62;0,62;0,92;2
375;347;Sunwoo;HWANG;m;20030521;KOR;;110;20210728;JO 2021 TOKYO;50;100;Nage Libre;Demi-finale;16,24;47,56;0,58;0,58;0,95;3
376;33;Antoine;VIQUERAT;m;19980101;FRA;DAUPHINS TOULOUSE OEC;111;20210728;JO 2021 TOKYO;50;200;Brasse;Demi-finale;3,21;129,97;0,65;0,65;0,98;7
377;5;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;112;20210728;JO 2021 TOKYO;50;100;Nage Libre;Series;7,58;53,67;0,68;0,68;0,92;6
378;34;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;112;20210728;JO 2021 TOKYO;50;100;Nage Libre;Series;6,62;53,71;0,69;0,69;0,96;2
379;23;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;113;20210728;JO 2021 TOKYO;50;200;Dos;Series;9,66;117,96;0,53;0,53;0,65;3
380;31;Mewen;TOMAC;m;20010101;FRA;AMIENS METROPOLE NAT.;113;20210728;JO 2021 TOKYO;50;200;Dos;Series;9,7;119,02;0,62;0,62;0,72;7
385;19;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;114;20210728;JO 2021 TOKYO;50;200;4 Nages;Series;4,93;118,3;0,68;0,68;1;1
381;5;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;115;20210728;JO 2021 TOKYO;50;4x200;Nage Libre;Series;5,87;117,61;0,7;0,7;0,92;2
382;32;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;115;20210728;JO 2021 TOKYO;50;4x200;Nage Libre;Series;123,48;118,59;0,23;0,23;0,61;2
383;30;Lucile;TESSARIOL;f;20040101;FRA;SA MÉRIGNAC;115;20210728;JO 2021 TOKYO;50;4x200;Nage Libre;Series;242,2;119,39;0,21;0,21;0,47;2
384;12;Margaux;FABRE;f;19920101;FRA;CANET 66 NATATION;115;20210728;JO 2021 TOKYO;50;4x200;Nage Libre;Series;361,46;119,46;0,21;0,21;0,49;4
387;5;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;116;20210729;JO 2021 TOKYO;50;100;Nage Libre;Demi-finale;6,35;54,1;0,68;0,68;0,93;1
386;34;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;116;20210729;JO 2021 TOKYO;50;100;Nage Libre;Demi-finale;7,17;53,12;0,69;0,69;0,98;1
389;23;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;117;20210729;JO 2021 TOKYO;50;200;Dos;Demi-finale;11,66;116,83;0,56;0,56;0,67;8
388;14;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;118;20210729;JO 2021 TOKYO;50;100;Nage Libre;Finale;8,95;47,72;0,61;0,61;0,99;8
487;299;Caeleb;DRESSEL;m;19960816;USA;;118;20210729;JO 2021 TOKYO;50;100;Nage Libre;Finale;8,96;47,02;0,6;0,6;0,97;5
489;340;Kyle;CHALMERS;m;19980625;AUS;;118;20210729;JO 2021 TOKYO;50;100;Nage Libre;Finale;8,93;47,08;0,66;0,66;0,96;7
486;35;Kliment;KOLESNIKOV;m;20000709;RUS;;118;20210729;JO 2021 TOKYO;50;100;Nage Libre;Finale;8,96;47,44;0,65;0,65;0,97;4
488;347;Sunwoo;HWANG;m;20030521;KOR;;118;20210729;JO 2021 TOKYO;50;100;Nage Libre;Finale;8,95;47,82;0,58;0,58;0,94;6
485;218;Alessandro;MIRESSI;m;19981002;ITA;;118;20210729;JO 2021 TOKYO;50;100;Nage Libre;Finale;8,92;47,86;0,7;0,7;1,02;3
484;217;David;POPOVICI;m;20040915;ROU;;118;20210729;JO 2021 TOKYO;50;100;Nage Libre;Finale;8,95;48,04;0,66;0,66;0,96;2
483;219;Nandor;NEMETH;m;19991119;HUN;;118;20210729;JO 2021 TOKYO;50;100;Nage Libre;Finale;8,94;48,1;0,61;0,61;0,95;1
390;5;Charlotte;BONNET;f;19950101;FRA;OLYMPIC NICE NATATION;119;20210729;JO 2021 TOKYO;50;4x200;Nage Libre;Finale;8,65;118,08;0,7;0,7;0,94;1
391;32;Assia;TOUATI;f;19950101;FRA;DAUPHINS TOULOUSE OEC;119;20210729;JO 2021 TOKYO;50;4x200;Nage Libre;Finale;126,77;118,82;0,3;0,3;0,63;1
392;30;Lucile;TESSARIOL;f;20040101;FRA;SA MÉRIGNAC;119;20210729;JO 2021 TOKYO;50;4x200;Nage Libre;Finale;245,6;120,86;0,26;0,26;0,54;1
393;12;Margaux;FABRE;f;19920101;FRA;CANET 66 NATATION;119;20210729;JO 2021 TOKYO;50;4x200;Nage Libre;Finale;366,43;120,39;0,33;0,33;0,66;1
394;22;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;120;20210729;JO 2021 TOKYO;50;100;Papillon;Series;6,1;51,53;0,67;0,67;0,99;4
395;22;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;121;20210730;JO 2021 TOKYO;50;100;Papillon;Demi-finale;3,5;51,32;0,65;0,65;0,97;2
396;14;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;6,68;21,97;0,63;0,63;1,01;6
397;18;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;7,22;21,65;0,62;0,62;1,03;3
400;15;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;4,14;24,69;0,59;0,59;0,92;2
398;34;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;5,96;24,82;0,69;0,69;0,98;7
399;44;Pernille;BLUME;f;19940514;DEN;CN MARSEILLE;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;5,96;24,12;0,63;0,63;1;5
401;299;Caeleb;DRESSEL;m;19960816;USA;;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;7,22;21,32;0,62;0,62;1,02;4
402;232;Kristian;GKOLOMEEV;m;19930704;GRE;;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;6,82;21,66;0,68;0,68;0,99;5
403;301;Bruno;FRATUS;m;19890630;BRA;;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;6,67;21,67;0,63;0,63;1,02;4
405;348;Vladyslav;BUKHOV;m;20020705;UKR;;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;4,6;21,73;0,65;0,65;1,02;4
406;233;Thom;DE BOER;m;19911224;NED;;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;6,67;21,75;0,62;0,62;0,96;3
407;229;Lorenzo;ZAZZERI;m;19940809;ITA;;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;7,22;21,86;0,62;0,62;0,99;7
408;35;Kliment;KOLESNIKOV;m;20000709;RUS;;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;6,79;21,88;0,67;0,67;1,02;1
409;302;Michael;ANDREW;m;19990418;USA;;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;6,69;21,89;0,68;0,68;0,95;5
410;300;Vladimir;MOROZOV;m;19920616;RUS;;122;20210730;JO 2021 TOKYO;50;50;Nage Libre;Series;6,79;21,92;0,62;0,62;1;4
411;23;Yohann;NDOYE BROUARD;m;20000101;FRA;DAUPHINS D'ANNECY;123;20210730;JO 2021 TOKYO;50;4x100;4 Nages;Series;14,21;52,77;0,58;0,58;0,7;2
412;33;Antoine;VIQUERAT;m;19980101;FRA;DAUPHINS TOULOUSE OEC;123;20210730;JO 2021 TOKYO;50;4x100;4 Nages;Series;66,99;59,94;0;0;0,41;2
413;19;Léon;MARCHAND;m;20020101;FRA;DAUPHINS TOULOUSE OEC;123;20210730;JO 2021 TOKYO;50;4x100;4 Nages;Series;126,94;52,05;0,21;0,21;0,49;2
414;22;Mehdy;METELLA;m;19920101;FRA;CN MARSEILLE;123;20210730;JO 2021 TOKYO;50;4x100;4 Nages;Series;178,98;48,65;0,23;0,23;0,63;4
415;18;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;5,31;21,53;0,61;0,61;1,01;4
416;14;Maxime;GROUSSET;m;19990101;FRA;AMIENS METROPOLE NAT.;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;9,95;21,87;0,62;0,62;0,99;8
417;299;Caeleb;DRESSEL;m;19960816;USA;;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;9,94;21,42;0,63;0,63;1,01;4
418;232;Kristian;GKOLOMEEV;m;19930704;GRE;;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;9,94;21,6;0,65;0,65;0,98;5
419;302;Michael;ANDREW;m;19990418;USA;;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;9,93;21,67;0,66;0,66;0,96;7
423;301;Bruno;FRATUS;m;19890630;BRA;;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;5,28;21,6;0,65;0,65;1,02;5
424;233;Thom;DE BOER;m;19911224;NED;;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;5,3;21,78;0,6;0,6;0,9;3
420;34;Marie;WATTEL;f;19970101;FRA;CN MARSEILLE;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;5,76;24,76;0,7;0,7;0,98;8
421;15;Mélanie;HENIQUE;f;19920101;FRA;CN MARSEILLE;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;6,76;24,63;0,58;0,58;0,93;1
422;44;Pernille;BLUME;f;19940514;DEN;CN MARSEILLE;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;5,76;24,08;0,65;0,65;1,02;4
425;229;Lorenzo;ZAZZERI;m;19940809;ITA;;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;45,08;21,75;0,62;0,62;0,95;2
426;230;Benjamin;PROUD;m;19940921;GBR;;124;20210731;JO 2021 TOKYO;50;50;Nage Libre;Demi-finale;45,11;21,67;0,58;0,58;0,94;1
427;18;Florent;MANAUDOU;m;19900101;FRA;CN MARSEILLE;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,18;21,55;0,61;0,61;1,01;5
431;313;Emma;MCKEON;f;19940524;AUS;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,31;23,81;0,7;0,7;0,98;4
430;317;Sarah;SJOESTROEM;f;19930817;SWE;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,31;24,07;0,63;0,63;0,92;3
432;44;Pernille;BLUME;f;19940514;DEN;CN MARSEILLE;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,32;24,21;0,62;0,62;0,98;5
428;43;Ranomi;KROMOWIDJOJO;f;19900820;NED;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,3;24,3;0,67;0,67;0,89;1
429;45;Katarzyna;WASICK;f;19920322;POL;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,3;24,32;0,66;0,66;0,92;2
435;338;Qingfeng;WU;f;20030128;CHN;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,31;24,32;0,7;0,7;0,91;8
434;335;Cate;CAMPBELL;f;19920520;AUS;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,29;24,36;0,76;0,76;1,08;7
433;336;Abbey;WEITZEIL;f;19961203;USA;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,32;24,41;0,64;0,64;0,93;6
439;299;Caeleb;DRESSEL;m;19960816;USA;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,16;21,07;0,63;0,63;1,01;4
438;301;Bruno;FRATUS;m;19890630;BRA;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,15;21,57;0,64;0,64;1,02;3
441;302;Michael;ANDREW;m;19990418;USA;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,18;21,6;0,66;0,66;0,94;7
437;230;Benjamin;PROUD;m;19940921;GBR;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,16;21,72;0,58;0,58;0,97;2
440;232;Kristian;GKOLOMEEV;m;19930704;GRE;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,16;21,72;0,63;0,63;0,96;6
436;229;Lorenzo;ZAZZERI;m;19940809;ITA;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,14;21,78;0,61;0,61;0,96;1
442;233;Thom;DE BOER;m;19911224;NED;;125;20210801;JO 2021 TOKYO;50;50;Nage Libre;Finale;4,16;21,79;0,63;0,63;0,93;8
445;415;Lydia;JACOBY;f;20040228;USA;;127;20210727;JO 2021 TOKYO;50;100;Brasse;Finale;6,18;64,95;0,67;0,67;1,01;3
446;472;Tatjana;SCHOENMAKER;f;19970709;RSA;;127;20210727;JO 2021 TOKYO;50;100;Brasse;Finale;6,2;65,22;0,66;0,66;1,01;4
447;421;Lilly;KING;f;19970210;USA;;127;20210727;JO 2021 TOKYO;50;100;Brasse;Finale;6,16;65,54;0,65;0,65;0,99;5
449;367;Evgeniia;CHIKUNOVA;f;20041117;RUS;;127;20210727;JO 2021 TOKYO;50;100;Brasse;Finale;6,22;65,9;0,7;0,7;0,99;7
444;189;Yuliya;EFIMOVA;f;19920403;RUS;;127;20210727;JO 2021 TOKYO;50;100;Brasse;Finale;6,19;66,02;0,71;0,71;1,11;2
448;191;Sophie;HANSSON;f;19980802;SWE;;127;20210727;JO 2021 TOKYO;50;100;Brasse;Finale;6,18;66,07;0,72;0,72;1,03;6
443;364;Martina;CARRARO;f;19930621;ITA;;127;20210727;JO 2021 TOKYO;50;100;Brasse;Finale;6,18;66,19;0,63;0,63;0,99;1
450;442;Mona;MC SHARRY;f;20000821;IRL;;127;20210727;JO 2021 TOKYO;50;100;Brasse;Finale;6,18;66,94;0,64;0,64;0,93;8
454;196;Adam;PEATY;m;19941228;GBR;;128;20210726;JO 2021 TOKYO;50;100;Brasse;Finale;6,09;57,37;0,62;0,62;1;4
455;199;Arno;KAMMINGA;m;19951022;NED;;128;20210726;JO 2021 TOKYO;50;100;Brasse;Finale;6,11;58;0,62;0,62;1,04;5
453;195;Nicolo;MARTINENGHI;m;19990801;ITA;;128;20210726;JO 2021 TOKYO;50;100;Brasse;Finale;6,12;58,33;0,6;0,6;0,99;3
452;302;Michael;ANDREW;m;19990418;USA;;128;20210726;JO 2021 TOKYO;50;100;Brasse;Finale;6,1;58,84;0,65;0,65;0,95;2
504;249;James;WILBY;m;19931112;GBR;;128;20210726;JO 2021 TOKYO;50;100;Brasse;Finale;6,12;58,96;0,65;0,65;0,97;7
458;498;Andrew;WILSON;m;19930916;USA;;128;20210726;JO 2021 TOKYO;50;100;Brasse;Finale;6,13;58,99;0,62;0,62;0,96;8
451;197;Ilya;SHYMANOVICH;m;19940802;BLR;;128;20210726;JO 2021 TOKYO;50;100;Brasse;Finale;6,13;59,36;0,63;0,63;0,94;1
456;502;Zibei;YAN;m;19951012;CHN;;128;20210726;JO 2021 TOKYO;50;100;Brasse;Finale;6,11;58,99;0,64;0,64;1;6
461;444;Kaylee;MCKEOWN;f;20010712;AUS;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;5,91;57,47;0,56;0,56;0,6;3
463;439;Kylie;MASSE;f;19960118;CAN;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;5,93;57,72;0,53;0,53;0,67;5
462;479;Regan;SMITH;f;20020209;USA;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;5,92;58,05;0,59;0,59;0,77;4
464;496;Rhyan Elisabeth;WHITE;f;20000125;USA;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;5,92;58,43;0,61;0,61;0,71;6
465;474;Emily;SEEBOHM;f;19920605;AUS;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;5,93;58,45;0,64;0,64;0,7;7
460;225;Kathleen;DAWSON;f;19971003;GBR;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;5,91;58,7;0,62;0,62;0,71;2
459;226;Kira;TOUSSAINT;f;19940522;NED;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;5,93;59,11;0,51;0,51;0,62;1
466;289;Anastasia;GORBENKO;f;20030807;ISR;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;5,94;59,53;0,67;0,67;0,77;8
468;246;Evgeny;RYLOV;m;19960923;RUS;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;11,63;51,98;0,55;0,55;0,76;2
471;35;Kliment;KOLESNIKOV;m;20000709;RUS;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;11,61;52;0,62;0,62;0,73;5
470;454;Ryan;MURPHY;m;19950702;USA;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;11,63;52,19;0,52;0,52;0,64;4
472;208;Thomas;CECCON;m;20010127;ITA;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;11,62;52,3;0,61;0,61;0,68;6
473;501;Jiayu;XU;m;19950819;CHN;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;11,63;52,51;0,52;0,52;0,6;7
467;37;Hugo;GONZALEZ DE OLIVEIRA;m;19990219;ESP;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;11,59;52,78;0,6;0,6;0,75;1
469;426;Mitch;LARKIN;m;20000709;AUS;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;11,62;52,79;0,59;0,59;0,63;3
474;36;Robert-Andrei;GLINTA;m;19970418;ROU;;129;20210727;JO 2021 TOKYO;50;100;Dos;Finale;11,62;52,95;0,57;0,57;0,67;8
478;313;Emma;MCKEON;f;19940524;AUS;;130;20210730;JO 2021 TOKYO;50;100;Nage Libre;Finale;7,08;51,96;0,58;0,58;0,91;4
479;403;Siobhan Bernadette;HAUGHEY;f;19971231;HKG;;130;20210730;JO 2021 TOKYO;50;100;Nage Libre;Finale;6,99;52,27;0,68;0,68;1;5
477;335;Cate;CAMPBELL;f;19920520;AUS;;130;20210730;JO 2021 TOKYO;50;100;Nage Libre;Finale;7;52,52;0,79;0,79;1,05;3
476;333;Penny;OLEKSIAK;f;20000613;CAN;;130;20210730;JO 2021 TOKYO;50;100;Nage Libre;Finale;6,98;52,59;0,69;0,69;0,93;2
480;317;Sarah;SJOESTROEM;f;19930817;SWE;;130;20210730;JO 2021 TOKYO;50;100;Nage Libre;Finale;7;52,68;0,66;0,66;0,93;6
481;47;Femke;HEEMSKERK;f;19870921;NED;;130;20210730;JO 2021 TOKYO;50;100;Nage Libre;Finale;7,01;52,79;0,7;0,7;0,94;7
482;48;Anna;HOPKIN;f;19960424;GBR;;130;20210730;JO 2021 TOKYO;50;100;Nage Libre;Finale;6,99;52,83;0,7;0,7;1,02;8
475;336;Abbey;WEITZEIL;f;19961203;USA;;130;20210730;JO 2021 TOKYO;50;100;Nage Libre;Finale;6,97;53,23;0,69;0,69;1,03;1
493;299;Caeleb;DRESSEL;m;19960816;USA;;131;20210731;JO 2021 TOKYO;50;100;Papillon;Finale;3,25;49,45;0,6;0,6;0,98;4
494;242;Kristof;MILAK;m;20000220;HUN;;131;20210731;JO 2021 TOKYO;50;100;Papillon;Finale;3,23;49,68;0,67;0,67;0,95;5
492;240;Noe;PONTI;m;20010601;SUI;;131;20210731;JO 2021 TOKYO;50;100;Papillon;Finale;3,23;50,74;0,68;0,68;1,01;3
491;209;Andrei;MINAKOV;m;20020317;RUS;;131;20210731;JO 2021 TOKYO;50;100;Papillon;Finale;3,24;50,88;0,61;0,61;0,95;2
490;244;Jakub;MAJERSKI;m;20000818;POL;;131;20210731;JO 2021 TOKYO;50;100;Papillon;Finale;3,22;50,92;0,65;0,65;0,97;1
496;487;Matthew;TEMPLE;m;19990620;AUS;;131;20210731;JO 2021 TOKYO;50;100;Papillon;Finale;3,25;50,92;0,61;0,61;0,89;7
497;437;Luis Carlos;MARTINEZ;m;19951211;GUA;;131;20210731;JO 2021 TOKYO;50;100;Papillon;Finale;3,25;51,09;0,6;0,6;1;8
495;241;Josif;MILADINOV;m;20030623;BUL;;131;20210731;JO 2021 TOKYO;50;100;Papillon;Finale;3,23;51,49;0,64;0,64;0,97;6
499;330;Yui;OHASHI;f;19951018;JPN;;132;20210728;JO 2021 TOKYO;50;200;4 Nages;Finale;6,08;128,52;0,66;0,66;0,93;2
500;492;Alex;WALSH;f;20010731;USA;;132;20210728;JO 2021 TOKYO;50;200;4 Nages;Finale;6,04;128,65;0,72;0,72;0,95;3
515;380;Kate;DOUGLASS;f;20011117;USA;;132;20210728;JO 2021 TOKYO;50;200;4 Nages;Finale;6,07;129,04;0,69;0,69;1,04;4
502;287;Abbie;WOOD;f;19990302;GBR;;132;20210728;JO 2021 TOKYO;50;200;4 Nages;Finale;6,05;129,15;0,66;0,66;0,94;5
503;327;Yiting;YU;f;20050905;CHN;;132;20210728;JO 2021 TOKYO;50;200;4 Nages;Finale;6,06;129,57;0,68;0,68;0,98;6
505;329;Sydney;PICKREM;f;19970521;CAN;;132;20210728;JO 2021 TOKYO;50;200;4 Nages;Finale;6,14;130,05;0,59;0,59;0,95;7
498;290;Katinka;HOSSZU;f;19890503;HUN;;132;20210728;JO 2021 TOKYO;50;200;4 Nages;Finale;6,05;132,38;0,7;0,7;1,04;1
506;497;Alicia;WILSON;f;20000305;GBR;;132;20210728;JO 2021 TOKYO;50;200;4 Nages;Finale;6,06;132,86;0,65;0,65;1,02;8
507;308;Lewis;CLAREBURT;m;19990704;NZL;;133;20210730;JO 2021 TOKYO;50;200;4 Nages;Finale;6,15;117,7;0,67;0,67;1;1
508;276;Jérémy;DESPLANCHES;m;19940807;SUI;;133;20210730;JO 2021 TOKYO;50;200;4 Nages;Finale;6,14;116,17;0,61;0,61;0,93;2
509;304;Daiya;SETO;m;19940524;JAP;;133;20210730;JO 2021 TOKYO;50;200;4 Nages;Finale;6,17;116,22;0,59;0,59;0,96;3
510;306;Shun;WANG;m;19940211;CHN;;133;20210730;JO 2021 TOKYO;50;200;4 Nages;Finale;6,13;115;0,6;0,6;0,95;4
511;271;Duncan W;SCOTT;m;19970506;GBR;;133;20210730;JO 2021 TOKYO;50;200;4 Nages;Finale;6,13;115,28;0,66;0,66;1;5
512;302;Michael;ANDREW;m;19990418;USA;;133;20210730;JO 2021 TOKYO;50;200;4 Nages;Finale;6,15;117,31;0,66;0,66;0,94;6
513;399;Kosuke;HAGINO;m;19940815;JPN;;133;20210730;JO 2021 TOKYO;50;200;4 Nages;Finale;6,15;117,49;0,6;0,6;0,98;7
514;275;Laszlo;CSEH;m;19851203;HUN;;133;20210730;JO 2021 TOKYO;50;200;4 Nages;Finale;6,16;117,68;0,67;0,67;1,01;8
587;464;Molly;RENSHAW;f;19960506;GBR;;134;20210730;JO 2021 TOKYO;50;200;Brasse;Finale;16,16;142,65;0,67;0,67;0,96;1
588;421;Lilly;KING;f;19970210;USA;;134;20210730;JO 2021 TOKYO;50;200;Brasse;Finale;16,16;139,92;0,65;0,65;0,97;2
590;427;Annie;LAZOR;f;19940817;USA;;134;20210730;JO 2021 TOKYO;50;200;Brasse;Finale;16,14;140,84;0,73;0,73;1,02;3
591;472;Tatjana;SCHOENMAKER;f;19970709;RSA;;134;20210730;JO 2021 TOKYO;50;200;Brasse;Finale;16,19;138,95;0,66;0,66;1,04;4
592;367;Evgeniia;CHIKUNOVA;f;20041117;RUS;;134;20210730;JO 2021 TOKYO;50;200;Brasse;Finale;16,18;140,88;0,71;0,71;1,04;5
593;373;Kaylene;CORBETT;f;19990615;RSA;;134;20210730;JO 2021 TOKYO;50;200;Brasse;Finale;16,18;142,06;0,71;0,71;1,06;6
594;287;Abbie;WOOD;f;19990302;GBR;;134;20210730;JO 2021 TOKYO;50;200;Brasse;Finale;16,17;143,72;0,68;0,68;0,97;7
595;429;Fanny;LECLUYSE;f;19920311;BEL;;134;20210730;JO 2021 TOKYO;50;200;Brasse;Finale;16,17;144,57;0,69;0,69;1;8
579;262;Anton;CHUPKOV;m;19970222;RUS;;135;20210729;JO 2021 TOKYO;50;200;Brasse;Finale;7,83;127,24;0,62;0,62;0,97;1
580;260;Matti;MATTSSON;m;19931005;FIN;;135;20210729;JO 2021 TOKYO;50;200;Brasse;Finale;7,84;127,13;0,68;0,68;0,93;2
581;199;Arno;KAMMINGA;m;19951022;NED;;135;20210729;JO 2021 TOKYO;50;200;Brasse;Finale;7,84;127,01;0,65;0,65;1,01;3
582;482;Izaac;STUBBLETY-COOK;m;19990104;AUS;;135;20210729;JO 2021 TOKYO;50;200;Brasse;Finale;7,82;126,38;0,65;0,65;0,9;4
583;249;James;WILBY;m;19931112;GBR;;135;20210729;JO 2021 TOKYO;50;200;Brasse;Finale;7,85;128,19;0,65;0,65;0,96;5
584;384;Nic;FINK;m;19930703;USA;;135;20210729;JO 2021 TOKYO;50;200;Brasse;Finale;7,84;127,93;0,71;0,71;1,03;6
585;453;Ryuya;MURA;m;19960703;JPN;;135;20210729;JO 2021 TOKYO;50;200;Brasse;Finale;7,86;128,42;0,59;0,59;0,96;7
586;261;Erik;PERSSON;m;19940112;SWE;;135;20210729;JO 2021 TOKYO;50;200;Brasse;Finale;7,85;128,88;0,66;0,66;0,97;8
571;467;Taylor;RUCK;f;20000528;CAN;;137;20210731;JO 2021 TOKYO;50;200;Dos;Finale;6,36;128,24;0,63;0,63;0,71;1
572;444;Kaylee;MCKEOWN;f;20010712;AUS;;137;20210731;JO 2021 TOKYO;50;200;Dos;Finale;6,38;124,68;0,59;0,59;0,62;2
573;496;Rhyan Elisabeth;WHITE;f;20000125;USA;;137;20210731;JO 2021 TOKYO;50;200;Dos;Finale;6,38;126,39;0,61;0,61;0,78;3
574;474;Emily;SEEBOHM;f;19920605;AUS;;137;20210731;JO 2021 TOKYO;50;200;Dos;Finale;6,38;126,17;0,65;0,65;0,71;4
575;354;Phoebe;BACON;f;20020812;USA;;137;20210731;JO 2021 TOKYO;50;200;Dos;Finale;6,38;126,4;0,59;0,59;0,77;5
576;439;Kylie;MASSE;f;19960118;CAN;;137;20210731;JO 2021 TOKYO;50;200;Dos;Finale;6,39;125,42;0,54;0,54;0,68;6
577;433;Yaxin;LIU;f;19990616;CHN;;137;20210731;JO 2021 TOKYO;50;200;Dos;Finale;6,39;128,48;0,6;0,6;0,75;7
578;460;Xuwei;PENG;f;20030115;CHN;;137;20210731;JO 2021 TOKYO;50;200;Dos;Finale;6,39;128,26;0,6;0,6;0,68;8
563;258;Radoslaw;KAWECKI;m;19910816;POL;;138;20210730;JO 2021 TOKYO;50;200;Dos;Finale;8,26;116,39;0,61;0,61;0,72;1
